qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
HQ328804|MOBP	contig00053 len=5016 cov=250.9 corr=0 origname=NODE_54_length_5016_cov_250.887716_pilon sw=shovill-spades/1.1.0 date=20260917	174	5016	1	174	322	495	174	0	100.0	100.0	100.0	plus	7.599999999999999e-89	322	oriT
CP016722|MOB_unknown	contig00079 len=2404 cov=659.3 corr=0 origname=NODE_81_length_2404_cov_659.281453_pilon sw=shovill-spades/1.1.0 date=20260917	218	2404	1	179	386	562	179	26	84.358	82.0	82.0	plus	2.9e-44	174	oriT
JN626286|IncL/M	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	661	40618	1	661	31745	32405	661	1	99.849	100.0	100.0	plus	0.0	1216	replicon
000124__KP125893_00142|IncFII	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	207	40611	1	207	1727	1933	207	1	99.517	100.0	100.0	minus	1.94e-105	377	replicon
000107__CP014778_00094|IncFIB	contig00044 len=10862 cov=17.8 corr=0 origname=NODE_44_length_10862_cov_17.825086_pilon sw=shovill-spades/1.1.0 date=20260917	1011	10862	1	1011	4166	5176	1011	94	90.702	100.0	100.0	minus	0.0	1347	replicon
LT985313_00005|rep_cluster_2373	contig00053 len=5016 cov=250.9 corr=0 origname=NODE_54_length_5016_cov_250.887716_pilon sw=shovill-spades/1.1.0 date=20260917	432	5016	18	233	1	216	216	10	95.37	50.0	87.0	minus	4.35e-95	344	replicon
CP000974_00005|rep_cluster_2358	contig00053 len=5016 cov=250.9 corr=0 origname=NODE_54_length_5016_cov_250.887716_pilon sw=shovill-spades/1.1.0 date=20260917	528	5016	65	524	4580	5016	466	34	85.193	87.0	99.0	minus	1.43e-125	446	replicon
KJ541069_00010|rep_cluster_2335	contig00058 len=4181 cov=548.3 corr=0 origname=NODE_59_length_4181_cov_548.253301_pilon sw=shovill-spades/1.1.0 date=20260917	267	4181	1	92	1	92	92	1	98.913	34.0	90.0	minus	2.1799999999999999e-41	165	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00058 len=4181 cov=548.3 corr=0 origname=NODE_59_length_4181_cov_548.253301_pilon sw=shovill-spades/1.1.0 date=20260917	519	4181	352	519	4014	4181	169	3	97.041	32.0	92.0	minus	1.17e-76	283	replicon
000019__CP000651_00005|ColRNAI_rep_cluster_1987	contig00079 len=2404 cov=659.3 corr=0 origname=NODE_81_length_2404_cov_659.281453_pilon sw=shovill-spades/1.1.0 date=20260917	234	2404	1	153	1	154	154	5	96.104	65.0	100.0	minus	5.07e-67	250	replicon
CP000974_00005|rep_cluster_2358	contig00079 len=2404 cov=659.3 corr=0 origname=NODE_81_length_2404_cov_659.281453_pilon sw=shovill-spades/1.1.0 date=20260917	528	2404	129	524	2032	2404	401	40	81.796	75.0	99.0	minus	2.53e-83	305	replicon
NC_004464_00056|MOBP	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	659	40618	1	659	9386	11362	659	2	99.697	100.0	100.0	plus	0.0	1378	relaxase
NC_021231_00058|MOBF	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	1753	40611	1	1753	7101	12356	1753	84	95.151	100.0	100.0	minus	0.0	3266	relaxase
CP035180_00077|MOBF	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	687	40611	1	251	12368	13123	252	18	92.46	37.0	99.0	minus	0.0	380	relaxase
NC_001848_00006|MOBP	contig00053 len=5016 cov=250.9 corr=0 origname=NODE_54_length_5016_cov_250.887716_pilon sw=shovill-spades/1.1.0 date=20260917	107	5016	1	106	610	927	106	9	91.509	99.0	99.0	plus	2.39e-62	202	relaxase
NC_021293_00005|MOBP	contig00053 len=5016 cov=250.9 corr=0 origname=NODE_54_length_5016_cov_250.887716_pilon sw=shovill-spades/1.1.0 date=20260917	556	5016	1	556	923	2425	558	32	83.692	100.0	100.0	plus	0.0	877	relaxase
NC_005246_00057|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	259	40618	15	259	11918	12652	245	1	99.592	95.0	95.0	plus	1.58e-165	505	mate-pair-formation
NC_019063_00094|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	170	40618	1	170	17417	17926	170	1	99.412	100.0	100.0	plus	1.37e-111	346	mate-pair-formation
NC_019344_00078|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	237	40618	1	237	18592	19302	237	2	99.156	100.0	100.0	plus	1.59e-132	409	mate-pair-formation
NC_004464_00066|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	383	40618	1	383	19314	20462	383	1	99.739	100.0	100.0	plus	0.0	648	mate-pair-formation
NC_004464_00068|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	234	40618	1	234	21838	22539	234	12	94.872	100.0	100.0	plus	4.36e-131	405	mate-pair-formation
NC_019154_00069|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	176	40618	1	176	22566	23093	176	0	100.0	100.0	100.0	plus	6.85e-103	321	mate-pair-formation
NC_005246_00069|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	129	40618	1	129	23113	23499	129	1	99.225	100.0	100.0	plus	3.76e-68	219	mate-pair-formation
NC_004464_00073|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	402	40618	1	402	27086	28291	402	0	100.0	100.0	100.0	plus	0.0	783	mate-pair-formation
NC_004464_00105|MPF_I	contig00028 len=40618 cov=17.5 corr=0 origname=NODE_28_length_40618_cov_17.544995_pilon sw=shovill-spades/1.1.0 date=20260917	695	40618	1	695	34764	36848	695	4	99.424	100.0	100.0	minus	0.0	1407	mate-pair-formation
NC_021502_00150|MPF_T	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	770	40611	1	770	12359	14668	770	5	99.351	100.0	100.0	minus	0.0	1452	mate-pair-formation
NC_014312_00141|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	940	40611	1	940	17289	20108	940	7	99.255	100.0	100.0	minus	0.0	1871	mate-pair-formation
NC_019165_00034|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	456	40611	5	455	20114	21466	451	25	94.457	99.0	99.0	minus	0.0	792	mate-pair-formation
NC_021654_00016|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	668	40611	15	668	24360	26321	654	10	98.471	98.0	98.0	minus	0.0	1242	mate-pair-formation
NC_011281_00082|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	215	40611	1	215	26374	27018	215	12	94.419	100.0	100.0	minus	9.63e-127	392	mate-pair-formation
NC_022609_00081|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	330	40611	1	330	27297	28283	330	15	95.152	100.0	100.0	minus	0.0	652	mate-pair-formation
NC_014312_00128|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	211	40611	1	211	28719	29351	211	2	99.052	100.0	100.0	minus	4.04e-129	398	mate-pair-formation
NC_021502_00131|MPF_T	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	879	40611	1	879	29743	32379	879	41	95.336	100.0	100.0	minus	0.0	1739	mate-pair-formation
NC_019389_00068|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	194	40611	23	194	35154	35669	172	10	94.186	89.0	89.0	minus	2.92e-107	335	mate-pair-formation
NC_023332_00154|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	474	40611	1	474	36350	37771	474	4	99.156	100.0	100.0	minus	0.0	786	mate-pair-formation
NC_014312_00118|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	246	40611	1	246	37774	38511	246	2	99.187	100.0	100.0	minus	3.35e-162	494	mate-pair-formation
NC_014312_00116|MPF_F	contig00029 len=40611 cov=16.9 corr=0 origname=NODE_29_length_40611_cov_16.942966_pilon sw=shovill-spades/1.1.0 date=20260917	101	40611	1	101	39087	39389	101	0	100.0	100.0	100.0	minus	4.5700000000000006e-64	206	mate-pair-formation
