sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR13492064	chromosome			contig00026 len=68319 cov=40.1 corr=0 origname=NODE_26_length_68319_cov_40.138917_pilon sw=shovill-spades/1.1.0 date=20260916	68319	0.5153032099415975	9d384c7a34f9cd5739df1d8dbfb5369c	00952	MG930932	IS102	IS5	1055	1	1055	23703	24756						
pw_ERR13492064	chromosome			contig00026 len=68319 cov=40.1 corr=0 origname=NODE_26_length_68319_cov_40.138917_pilon sw=shovill-spades/1.1.0 date=20260916	68319	0.5153032099415975	9d384c7a34f9cd5739df1d8dbfb5369c	00634	CP024842	IS1400	IS3	1207	1	1197	36414	37609						
pw_ERR13492064	plasmid	AA405	AI445	contig00040 len=23632 cov=27.3 corr=0 origname=NODE_40_length_23632_cov_27.314643_pilon sw=shovill-spades/1.1.0 date=20260916	23632	0.4757532159783345	211f8e6cc084517570405daad67fee27	01291	MF156708	ISKpn25	ISL3	2239	1	2236	17023	19259	2237	minus	99.0	97.944	0.0	3875
pw_ERR13492064	plasmid	AA275	AI075	contig00032 len=37157 cov=27.1 corr=0 origname=NODE_32_length_37157_cov_27.059246_pilon sw=shovill-spades/1.1.0 date=20260916	37157	0.5673224426083914	8c5a7c6ab3168efbc572cafed71d3d3a	01163	NC_002695	ISSgsp1	IS66	3044	358	2799	20212	22649	2445	minus	80.0	89.162	0.0	3038
pw_ERR13492064	plasmid	AA275	AI075	contig00032 len=37157 cov=27.1 corr=0 origname=NODE_32_length_37157_cov_27.059246_pilon sw=shovill-spades/1.1.0 date=20260916	37157	0.5673224426083914	8c5a7c6ab3168efbc572cafed71d3d3a	00626	KU997026	ISEc27	IS3	1329	1	1181	26898	28079	1183	plus	89.0	96.45	0.0	1949
pw_ERR13492064	plasmid	AA275	AI075	contig00032 len=37157 cov=27.1 corr=0 origname=NODE_32_length_37157_cov_27.059246_pilon sw=shovill-spades/1.1.0 date=20260916	37157	0.5673224426083914	8c5a7c6ab3168efbc572cafed71d3d3a	01315	CP022426	ISStma11	ISL3	4426	58	3969	28232	32164	3950	plus	88.0	84.101	0.0	3764
pw_ERR13492064	plasmid	AA275	AI075	contig00045 len=14920 cov=27.2 corr=0 origname=NODE_45_length_14920_cov_27.226988_pilon sw=shovill-spades/1.1.0 date=20260916	14920	0.5134718498659517	844ee2b6e48715f3d69aecf9d1e538ab	00593	LT898485	ISEcl1	IS3	1336	1	1336	90	1425	1336	plus	100.0	98.428	0.0	2351
pw_ERR13492064	plasmid	AA275	AI075	contig00074 len=2454 cov=121.6 corr=0 origname=NODE_74_length_2454_cov_121.586119_pilon sw=shovill-spades/1.1.0 date=20260916	2454	0.5684596577017115	c95c74e27220715a30d74ff8442e792d	01169	KY174332	ISKpn24	IS66	2454	1	2454	1	2454	2454	plus	100.0	100.0	0.0	4532
pw_ERR13492064	plasmid	AA275	AI075	contig00075 len=2279 cov=55.7 corr=0 origname=NODE_75_length_2279_cov_55.661792_pilon sw=shovill-spades/1.1.0 date=20260916	2279	0.4765247915752523	974d4b3f8c56f957a635be99365a4d2e	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	2	2279	2278	plus	100.0	99.956	0.0	4202
pw_ERR13492064	plasmid	AA275	AI075	contig00080 len=1320 cov=174.1 corr=0 origname=NODE_80_length_1320_cov_174.055330_pilon sw=shovill-spades/1.1.0 date=20260916	1320	0.5257575757575758	58bf4539f48c1a41d81193615126d0bb	01320	CP016763	ISCfr12	ISL3	1316	1	1316	1	1316	1317	minus	100.0	85.421	0.0	1367
pw_ERR13492064	plasmid	AA275	AI075	contig00083 len=1196 cov=113.9 corr=0 origname=NODE_83_length_1196_cov_113.862443_pilon sw=shovill-spades/1.1.0 date=20260916	1196	0.5359531772575251	7a6161936d7b48af7da6ec46d82da3f8	00918	LT898486	ISKpn26	IS5	1197	1	1196	1	1196	1196	plus	99.0	98.746	0.0	2126
pw_ERR13492064	plasmid	AA038	AH615	contig00056 len=8131 cov=13.4 corr=0 origname=NODE_56_length_8131_cov_13.399627_pilon sw=shovill-spades/1.1.0 date=20260916	8131	0.48751691058910346	8a925af6514e708db90d4d288e002058	01283	KX711879	ISEc51	ISKra4	7075	1	5900	1	5900	5900	minus	83.0	99.983	0.0	10890
