qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
AJ001708|MOBP	contig00059 len=6730 cov=180.9 corr=0 origname=NODE_59_length_6730_cov_180.887935_pilon sw=shovill-spades/1.1.0 date=20260916	175	6730	1	175	744	918	175	1	99.429	100.0	100.0	minus	1.01e-87	318	oriT
CP016722|MOB_unknown	contig00065 len=4516 cov=431.7 corr=0 origname=NODE_65_length_4516_cov_431.742599_pilon sw=shovill-spades/1.1.0 date=20260916	218	4516	1	218	2518	2734	221	17	89.14	100.0	100.0	plus	1.32e-72	268	oriT
000221__NC_025130_00012|IncX3	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	873	35586	1	873	30626	31498	873	0	100.0	100.0	100.0	plus	0.0	1613	replicon
CP024497_00001|IncFIB	contig00040 len=23632 cov=27.3 corr=0 origname=NODE_40_length_23632_cov_27.314643_pilon sw=shovill-spades/1.1.0 date=20260916	1089	23632	1	1089	1726	2814	1090	72	93.211	100.0	100.0	plus	0.0	1602	replicon
000107__CP014778_00094|IncFIB	contig00044 len=18134 cov=27.5 corr=0 origname=NODE_44_length_18134_cov_27.525412_pilon sw=shovill-spades/1.1.0 date=20260916	1011	18134	1	1011	3965	4975	1011	98	90.307	100.0	100.0	minus	0.0	1325	replicon
CP017721_00179|rep_cluster_2183	contig00050 len=10978 cov=27.2 corr=0 origname=NODE_50_length_10978_cov_27.193809_pilon sw=shovill-spades/1.1.0 date=20260916	864	10978	37	864	8034	8861	830	144	82.169	96.0	96.0	minus	0.0	710	replicon
000128__CP023916|IncFII	contig00050 len=10978 cov=27.2 corr=0 origname=NODE_50_length_10978_cov_27.193809_pilon sw=shovill-spades/1.1.0 date=20260916	234	10978	1	234	8896	9129	234	0	100.0	100.0	100.0	plus	4.78e-122	433	replicon
KU302809_00001|rep_cluster_2335	contig00059 len=6730 cov=180.9 corr=0 origname=NODE_59_length_6730_cov_180.887935_pilon sw=shovill-spades/1.1.0 date=20260916	606	6730	1	605	841	1447	615	46	89.593	99.0	99.0	plus	0.0	765	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00064 len=4549 cov=251.2 corr=0 origname=NODE_64_length_4549_cov_251.210633_pilon sw=shovill-spades/1.1.0 date=20260916	411	4549	3	411	3828	4236	409	23	94.377	99.0	99.0	minus	1.04e-180	628	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00065 len=4516 cov=431.7 corr=0 origname=NODE_65_length_4516_cov_431.742599_pilon sw=shovill-spades/1.1.0 date=20260916	519	4516	6	515	2051	2569	519	29	92.678	98.0	98.0	minus	0.0	739	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00069 len=3940 cov=360.0 corr=0 origname=NODE_69_length_3940_cov_359.991686_pilon sw=shovill-spades/1.1.0 date=20260916	411	3940	6	411	3232	3634	406	27	92.611	99.0	99.0	minus	2.95e-166	580	replicon
NC_016980_00239|MOBH	contig00028 len=57187 cov=27.1 corr=0 origname=NODE_28_length_57187_cov_27.109920_pilon sw=shovill-spades/1.1.0 date=20260916	982	57187	1	982	31380	34310	982	113	87.984	100.0	100.0	minus	0.0	1705	relaxase
NC_020552_00059|MOBP	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	386	35586	1	386	24230	25387	386	0	100.0	100.0	100.0	minus	0.0	757	relaxase
CP035180_00077|MOBF	contig00036 len=32340 cov=27.1 corr=0 origname=NODE_36_length_32340_cov_27.065056_pilon sw=shovill-spades/1.1.0 date=20260916	687	32340	1	251	4661	5416	252	18	92.46	37.0	100.0	plus	0.0	380	relaxase
NC_021231_00058|MOBF	contig00036 len=32340 cov=27.1 corr=0 origname=NODE_36_length_32340_cov_27.065056_pilon sw=shovill-spades/1.1.0 date=20260916	1753	32340	1	1753	5428	10683	1753	68	96.064	100.0	100.0	plus	0.0	3302	relaxase
NC_016980_00110|MPF_F	contig00020 len=94944 cov=27.8 corr=0 origname=NODE_20_length_94944_cov_27.825804_pilon sw=shovill-spades/1.1.0 date=20260916	345	94944	1	345	28326	29360	345	0	100.0	100.0	100.0	minus	0.0	718	mate-pair-formation
NC_016980_00109|MPF_F	contig00020 len=94944 cov=27.8 corr=0 origname=NODE_20_length_94944_cov_27.825804_pilon sw=shovill-spades/1.1.0 date=20260916	453	94944	1	453	29360	30718	453	0	100.0	100.0	100.0	minus	0.0	939	mate-pair-formation
NC_016980_00099|MPF_T	contig00020 len=94944 cov=27.8 corr=0 origname=NODE_20_length_94944_cov_27.825804_pilon sw=shovill-spades/1.1.0 date=20260916	905	94944	1	905	40194	42908	905	4	99.558	100.0	100.0	minus	0.0	1838	mate-pair-formation
NC_018107_00235|MPF_F	contig00020 len=94944 cov=27.8 corr=0 origname=NODE_20_length_94944_cov_27.825804_pilon sw=shovill-spades/1.1.0 date=20260916	389	94944	1	389	46869	48035	389	26	93.316	100.0	100.0	minus	0.0	709	mate-pair-formation
NC_023911_00309|MPF_F	contig00020 len=94944 cov=27.8 corr=0 origname=NODE_20_length_94944_cov_27.825804_pilon sw=shovill-spades/1.1.0 date=20260916	286	94944	1	286	48040	48897	286	22	92.308	100.0	100.0	minus	3.81e-175	534	mate-pair-formation
NC_010726_00014|MPF_T	contig00022 len=84182 cov=29.3 corr=0 origname=NODE_22_length_84182_cov_29.323804_pilon sw=shovill-spades/1.1.0 date=20260916	301	84182	1	301	42685	43587	301	3	99.003	100.0	100.0	minus	0.0	617	mate-pair-formation
NC_005814_00013|MPF_T	contig00022 len=84182 cov=29.3 corr=0 origname=NODE_22_length_84182_cov_29.323804_pilon sw=shovill-spades/1.1.0 date=20260916	227	84182	1	227	43590	44270	227	3	98.678	100.0	100.0	minus	1.8300000000000003e-132	409	mate-pair-formation
NC_010726_00011|MPF_T	contig00022 len=84182 cov=29.3 corr=0 origname=NODE_22_length_84182_cov_29.323804_pilon sw=shovill-spades/1.1.0 date=20260916	358	84182	5	358	44495	45556	354	45	87.288	99.0	99.0	minus	2.68e-175	538	mate-pair-formation
NC_013284_00016|MPF_T	contig00022 len=84182 cov=29.3 corr=0 origname=NODE_22_length_84182_cov_29.323804_pilon sw=shovill-spades/1.1.0 date=20260916	914	84182	1	914	46547	49282	914	80	91.028	100.0	100.0	minus	0.0	1728	mate-pair-formation
NC_016980_00240|MPF_F	contig00028 len=57187 cov=27.1 corr=0 origname=NODE_28_length_57187_cov_27.109920_pilon sw=shovill-spades/1.1.0 date=20260916	708	57187	1	708	29264	31387	708	0	100.0	100.0	100.0	minus	0.0	1480	mate-pair-formation
NC_018107_00101|MPF_F	contig00028 len=57187 cov=27.1 corr=0 origname=NODE_28_length_57187_cov_27.109920_pilon sw=shovill-spades/1.1.0 date=20260916	480	57187	1	480	39562	41001	480	18	96.25	100.0	100.0	plus	0.0	923	mate-pair-formation
NC_014312_00116|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	101	37327	1	101	16970	17272	101	0	100.0	100.0	100.0	plus	3.3900000000000004e-64	207	mate-pair-formation
NC_014312_00118|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	246	37327	1	246	17848	18585	246	0	100.0	100.0	100.0	plus	2.6600000000000002e-163	498	mate-pair-formation
NC_023332_00154|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	474	37327	1	474	18588	20009	474	3	99.367	100.0	100.0	plus	0.0	790	mate-pair-formation
NC_019389_00068|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	194	37327	23	194	20150	20665	172	11	93.605	89.0	89.0	plus	7.54e-106	330	mate-pair-formation
NC_021502_00131|MPF_T	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	879	37327	1	879	22839	25475	879	26	97.042	100.0	100.0	plus	0.0	1762	mate-pair-formation
NC_014312_00128|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	211	37327	1	211	25867	26499	211	1	99.526	100.0	100.0	plus	4.0000000000000003e-129	398	mate-pair-formation
NC_022609_00081|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	330	37327	1	330	26935	27921	330	26	91.818	100.0	100.0	plus	0.0	614	mate-pair-formation
NC_019389_00080|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	212	37327	1	212	27937	28572	212	7	96.698	100.0	100.0	plus	2.5899999999999998e-138	424	mate-pair-formation
NC_021654_00016|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	668	37327	1	668	28572	30575	668	10	98.503	100.0	100.0	plus	0.0	1270	mate-pair-formation
NC_019165_00034|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	456	37327	5	456	33469	34824	452	19	95.796	99.0	99.0	plus	0.0	803	mate-pair-formation
NC_014312_00141|MPF_F	contig00031 len=37327 cov=27.3 corr=0 origname=NODE_31_length_37327_cov_27.278279_pilon sw=shovill-spades/1.1.0 date=20260916	940	37327	1	805	34827	37241	805	0	100.0	86.0	86.0	plus	0.0	1588	mate-pair-formation
NC_017624_00009|MPF_T	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	611	35586	1	599	11224	13020	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	309	35586	1	309	15467	16393	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	242	35586	1	242	16402	17127	242	0	100.0	100.0	100.0	minus	9.72e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	351	35586	1	351	17325	18377	351	1	99.715	100.0	100.0	minus	0.0	641	mate-pair-formation
NC_023277_00163|MPF_T	contig00033 len=35586 cov=15.1 corr=0 origname=NODE_33_length_35586_cov_15.147486_pilon sw=shovill-spades/1.1.0 date=20260916	717	35586	1	717	19439	21589	717	71	90.098	100.0	100.0	minus	0.0	1335	mate-pair-formation
NC_021502_00150|MPF_T	contig00036 len=32340 cov=27.1 corr=0 origname=NODE_36_length_32340_cov_27.065056_pilon sw=shovill-spades/1.1.0 date=20260916	770	32340	1	770	3116	5425	770	3	99.61	100.0	100.0	plus	0.0	1455	mate-pair-formation
