sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000001.1 Klebsiella pneumoniae strain E34A contig00001, whole genome shotgun sequence	496865	0.5809143328670766	1b132ac9672bc3c9c2bdc504ed7b824d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000002.1 Klebsiella pneumoniae strain E34A contig00002, whole genome shotgun sequence	360112	0.5837350602034922	6745d8d4ea049ae403ca0e855164a547	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000003.1 Klebsiella pneumoniae strain E34A contig00003, whole genome shotgun sequence	316215	0.5807820628369939	2a7922cac7a6146a6e464b1dde3a7eb6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000004.1 Klebsiella pneumoniae strain E34A contig00004, whole genome shotgun sequence	257527	0.5783277093275656	4b4387cc4aff483ca685b76d2c5ee5b0	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000005.1 Klebsiella pneumoniae strain E34A contig00005, whole genome shotgun sequence	238025	0.563146728284844	dd836012105bb2aabfa3f74c9ff33efc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000006.1 Klebsiella pneumoniae strain E34A contig00006, whole genome shotgun sequence	236332	0.5450637239138162	2d19d700cd9c45b209d3e0c4f8e54c3b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000007.1 Klebsiella pneumoniae strain E34A contig00007, whole genome shotgun sequence	234399	0.5773062171766944	cca801ba8681186c8f51eb874646799d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000008.1 Klebsiella pneumoniae strain E34A contig00008, whole genome shotgun sequence	229293	0.5590576249602037	eb29649d2ffda7cc1fcb4e1773081fcd	not tested	-	-	-	-	MPF_T,MPF_T,MPF_T,MPF_T	NC_013284_00016,NC_010726_00011,NC_005814_00013,NC_010726_00014	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000009.1 Klebsiella pneumoniae strain E34A contig00009, whole genome shotgun sequence	210955	0.5746486217439738	2780f64062bb0c63fa1a3007a26f96fa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000010.1 Klebsiella pneumoniae strain E34A contig00010, whole genome shotgun sequence	186188	0.5470331063226417	21cd9b07934f14627ae014b0bbcc005f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCF_022968715.1	chromosome	-	-	NZ_JALJUO010000011.1 Klebsiella pneumoniae strain E34A contig00011, whole genome shotgun sequence	179681	0.5666764989063953	6577268ab6d71a6787af70d03937aa9c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
