sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR10438027	chromosome			contig00027 len=42675 cov=21.1 corr=0 origname=NODE_27_length_42675_cov_21.114815_pilon sw=shovill-spades/1.1.0 date=20260916	42675	0.5508377270064441	2036b0ef55e073427c73d78438f53178	00634	CP024842	IS1400	IS3	1207	1	1205	31717	32920						
pw_ERR10438027	chromosome			contig00027 len=42675 cov=21.1 corr=0 origname=NODE_27_length_42675_cov_21.114815_pilon sw=shovill-spades/1.1.0 date=20260916	42675	0.5508377270064441	2036b0ef55e073427c73d78438f53178	00634	CP024842	IS1400	IS3	1207	1	1197	38488	39683						
pw_ERR10438027	chromosome			contig00043 len=10744 cov=17.7 corr=0 origname=NODE_43_length_10744_cov_17.689081_pilon sw=shovill-spades/1.1.0 date=20260916	10744	0.5414184661206255	a082d4ef5ca83205994d1de52148f330	00918	LT898486	ISKpn26	IS5	1197	1	1196	2692	3886						
pw_ERR10438027	chromosome			contig00058 len=2712 cov=181.9 corr=0 origname=NODE_58_length_2712_cov_181.920800_pilon sw=shovill-spades/1.1.0 date=20260916	2712	0.5317109144542773	33b3177bba83576925938794beb1d41a	01400	CP016586.1	23s-rRNA	23S	3027	660	2929	443	2712						
pw_ERR10438027	chromosome			contig00069 len=1340 cov=67.6 corr=0 origname=NODE_69_length_1340_cov_67.635476_pilon sw=shovill-spades/1.1.0 date=20260916	1340	0.5104477611940299	8ab068de10c21d8384a7fe6a62cde30b	00610	AP006725	ISKpn1	IS3	1445	106	1445	1	1340						
pw_ERR10438027	plasmid	AA019	AH565	contig00026 len=54246 cov=6.8 corr=1 origname=NODE_26_length_54246_cov_6.767064_pilon sw=shovill-spades/1.1.0 date=20260916	54246	0.5225823102164215	8ee7200f229fafabc27f7acc6eea9efa	01263	MG053108	ISAeme2	ISAs1	6172	1698	4052	9740	12094	2355	plus	38.0	100.0	0.0	4349
pw_ERR10438027	plasmid	AA019	AH565	contig00026 len=54246 cov=6.8 corr=1 origname=NODE_26_length_54246_cov_6.767064_pilon sw=shovill-spades/1.1.0 date=20260916	54246	0.5225823102164215	8ee7200f229fafabc27f7acc6eea9efa	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	12407	15065	2661	minus	100.0	96.618	0.0	4409
pw_ERR10438027	plasmid	AA019	AH565	contig00026 len=54246 cov=6.8 corr=1 origname=NODE_26_length_54246_cov_6.767064_pilon sw=shovill-spades/1.1.0 date=20260916	54246	0.5225823102164215	8ee7200f229fafabc27f7acc6eea9efa	01263	MG053108	ISAeme2	ISAs1	6172	4048	6172	15066	17190	2126	plus	34.0	97.413	0.0	3620
pw_ERR10438027	plasmid	AA019	AH565	contig00026 len=54246 cov=6.8 corr=1 origname=NODE_26_length_54246_cov_6.767064_pilon sw=shovill-spades/1.1.0 date=20260916	54246	0.5225823102164215	8ee7200f229fafabc27f7acc6eea9efa	01291	MF156708	ISKpn25	ISL3	2239	1	2239	41193	43432	2240	minus	100.0	96.875	0.0	3747
pw_ERR10438027	plasmid	AA019	AH565	contig00075 len=1200 cov=25.9 corr=0 origname=NODE_75_length_1200_cov_25.918274_pilon sw=shovill-spades/1.1.0 date=20260916	1200	0.49	c45c5c92cd999f1baddece6c8ba2ab97	00028	JX424614	ISEc21	IS110	1374	1	1200	1	1200	1200	plus	87.0	99.917	0.0	2211
pw_ERR10438027	plasmid	AA401	AI426	contig00029 len=42543 cov=17.7 corr=0 origname=NODE_28_length_42543_cov_17.722238_pilon sw=shovill-spades/1.1.0 date=20260916	42543	0.49437040171120983	4b71dd23e9ed32d2d67d6e92474a096c	00626	KU997026	ISEc27	IS3	1329	76	1329	11821	13076	1256	minus	94.0	96.417	0.0	2069
pw_ERR10438027	plasmid	AA401	AI426	contig00029 len=42543 cov=17.7 corr=0 origname=NODE_28_length_42543_cov_17.722238_pilon sw=shovill-spades/1.1.0 date=20260916	42543	0.49437040171120983	4b71dd23e9ed32d2d67d6e92474a096c	01161	MF344567	ISKox1	IS66	2526	1	2526	13077	15602	2526	minus	100.0	99.485	0.0	4593
pw_ERR10438027	plasmid	AA401	AI426	contig00037 len=22708 cov=18.5 corr=0 origname=NODE_37_length_22708_cov_18.469089_pilon sw=shovill-spades/1.1.0 date=20260916	22708	0.5247489871410956	1dd63a97fbf8179194c77bb0eb21ab3c	00429	MF344562	ISKpn38	IS3	1598	1	1598	2134	3731	1598	plus	100.0	99.499	0.0	2907
