sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR2695869	chromosome			contig00027 len=59785 cov=39.0 corr=0 origname=NODE_27_length_59785_cov_39.013788_pilon sw=shovill-spades/1.1.0 date=20260916	59785	0.5364389060801205	5082cb01be2f5746ed3e02565cfc3610	00634	CP024842	IS1400	IS3	1207	1	1197	20119	21314						
pw_ERR2695869	chromosome			contig00027 len=59785 cov=39.0 corr=0 origname=NODE_27_length_59785_cov_39.013788_pilon sw=shovill-spades/1.1.0 date=20260916	59785	0.5364389060801205	5082cb01be2f5746ed3e02565cfc3610	00634	CP024842	IS1400	IS3	1207	1	1193	26882	28073						
pw_ERR2695869	chromosome			contig00084 len=1344 cov=116.2 corr=0 origname=NODE_84_length_1344_cov_116.170536_pilon sw=shovill-spades/1.1.0 date=20260916	1344	0.5044642857142857	f599695ff5485a8dcea341cc2cbeaea4	00610	AP006725	ISKpn1	IS3	1445	1	1344	1	1344						
pw_ERR2695869	plasmid	AA275	AI077	contig00029 len=49394 cov=50.3 corr=0 origname=NODE_29_length_49394_cov_50.334976_pilon sw=shovill-spades/1.1.0 date=20260916	49394	0.5108110296797181	e08ec1b5606a10d2900e0fd64bafa3e0	01161	MF344567	ISKox1	IS66	2526	1	2526	5588	8113	2526	minus	100.0	99.565	0.0	4604
pw_ERR2695869	plasmid	AA275	AI077	contig00029 len=49394 cov=50.3 corr=0 origname=NODE_29_length_49394_cov_50.334976_pilon sw=shovill-spades/1.1.0 date=20260916	49394	0.5108110296797181	e08ec1b5606a10d2900e0fd64bafa3e0	00593	LT898485	ISEcl1	IS3	1336	1	1336	8722	10057	1336	minus	100.0	98.503	0.0	2357
pw_ERR2695869	plasmid	AA275	AI077	contig00044 len=12086 cov=59.2 corr=0 origname=NODE_44_length_12086_cov_59.189559_pilon sw=shovill-spades/1.1.0 date=20260916	12086	0.47608803574383585	a8d2c083ee526f83b62146058a2b759b	00543	JX424614	ISKpn34	IS3	1221	1	1221	2071	3290	1221	minus	100.0	98.771	0.0	2170
pw_ERR2695869	plasmid	AA405	AI439	contig00028 len=50577 cov=39.3 corr=0 origname=NODE_28_length_50577_cov_39.290103_pilon sw=shovill-spades/1.1.0 date=20260916	50577	0.510073748937264	8ba891b935bda806856d55e39c09d831	01315	CP022426	ISStma11	ISL3	4426	58	3969	36810	40742	3950	plus	88.0	84.127	0.0	3770
pw_ERR2695869	plasmid	AA405	AI439	contig00028 len=50577 cov=39.3 corr=0 origname=NODE_28_length_50577_cov_39.290103_pilon sw=shovill-spades/1.1.0 date=20260916	50577	0.510073748937264	8ba891b935bda806856d55e39c09d831	00917	KY978629	IS5D	IS5	9632	1	7751	42735	50485	7752	plus	80.0	99.342	0.0	14031
pw_ERR2695869	plasmid	AA405	AI439	contig00030 len=44036 cov=44.8 corr=0 origname=NODE_30_length_44036_cov_44.806923_pilon sw=shovill-spades/1.1.0 date=20260916	44036	0.45782995730765735	39290b29c5ce931979323a0502e36375	00640	MF344566	ISKpn8	IS3	1443	1	1443	38731	40173	1443	minus	100.0	99.931	0.0	2660
pw_ERR2695869	plasmid	AA405	AI439	contig00048 len=9142 cov=38.2 corr=0 origname=NODE_48_length_9142_cov_38.177186_pilon sw=shovill-spades/1.1.0 date=20260916	9142	0.44279151170422226	6743de6cabb621cb7fa1e2926a70974c	00797	FJ410928	ISEc29	IS4	6736	462	6734	67	6347	6281	plus	93.0	99.745	0.0	11503
