qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00050 len=8012 cov=65.6 corr=0 origname=NODE_50_length_8012_cov_65.616269_pilon sw=shovill-spades/1.1.0 date=20260916	268	8012	11	268	3404	3662	267	33	81.273	96.0	96.0	plus	6.159999999999999e-52	200	oriT
000097__NC_025166_00051|IncFIB	contig00035 len=33720 cov=63.2 corr=0 origname=NODE_35_length_33720_cov_63.152535_pilon sw=shovill-spades/1.1.0 date=20260916	897	33720	1	897	26548	27444	897	0	100.0	100.0	100.0	minus	0.0	1657	replicon
CP024497_00001|IncFIB	contig00043 len=14244 cov=44.6 corr=0 origname=NODE_43_length_14244_cov_44.580677_pilon sw=shovill-spades/1.1.0 date=20260916	1089	14244	1	1089	1549	2637	1090	72	93.211	100.0	100.0	plus	0.0	1602	replicon
000107__CP014778_00094|IncFIB	contig00044 len=12086 cov=59.2 corr=0 origname=NODE_44_length_12086_cov_59.189559_pilon sw=shovill-spades/1.1.0 date=20260916	1011	12086	1	1011	7107	8117	1011	94	90.702	100.0	100.0	plus	0.0	1347	replicon
CP017721_00179|rep_cluster_2183	contig00045 len=11724 cov=45.1 corr=0 origname=NODE_45_length_11724_cov_45.113251_pilon sw=shovill-spades/1.1.0 date=20260916	864	11724	37	864	8777	9604	830	144	82.169	96.0	96.0	minus	0.0	710	replicon
000128__CP023916|IncFII	contig00045 len=11724 cov=45.1 corr=0 origname=NODE_45_length_11724_cov_45.113251_pilon sw=shovill-spades/1.1.0 date=20260916	234	11724	1	234	9639	9872	234	0	100.0	100.0	100.0	plus	4.81e-122	433	replicon
JN420336|IncHI1B	contig00047 len=10001 cov=47.2 corr=0 origname=NODE_47_length_10001_cov_47.248132_pilon sw=shovill-spades/1.1.0 date=20260916	570	10001	1	570	5831	6400	570	0	100.0	100.0	100.0	minus	0.0	1053	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00055 len=4258 cov=432.4 corr=0 origname=NODE_55_length_4258_cov_432.430219_pilon sw=shovill-spades/1.1.0 date=20260916	519	4258	42	519	2943	3417	482	39	89.627	92.0	92.0	minus	8.080000000000001e-173	603	replicon
000562__KT346360_00001|rep_cluster_1254	contig00076 len=1881 cov=57.2 corr=0 origname=NODE_76_length_1881_cov_57.211086_pilon sw=shovill-spades/1.1.0 date=20260916	930	1881	176	930	971	1725	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
NC_021231_00058|MOBF	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	1753	67354	1	1753	21662	26917	1753	68	96.064	100.0	100.0	minus	0.0	3302	relaxase
CP035180_00077|MOBF	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	687	67354	1	251	26929	27684	252	18	92.46	37.0	100.0	minus	0.0	380	relaxase
NC_016980_00239|MOBH	contig00030 len=44036 cov=44.8 corr=0 origname=NODE_30_length_44036_cov_44.806923_pilon sw=shovill-spades/1.1.0 date=20260916	982	44036	1	982	24049	26994	982	0	100.0	100.0	100.0	plus	0.0	1949	relaxase
NC_013284_00016|MPF_T	contig00012 len=206127 cov=32.2 corr=0 origname=NODE_12_length_206127_cov_32.216243_pilon sw=shovill-spades/1.1.0 date=20260916	914	206127	1	914	62237	64972	914	81	90.919	100.0	100.0	plus	0.0	1725	mate-pair-formation
NC_010726_00011|MPF_T	contig00012 len=206127 cov=32.2 corr=0 origname=NODE_12_length_206127_cov_32.216243_pilon sw=shovill-spades/1.1.0 date=20260916	358	206127	5	358	65963	67024	354	45	87.288	99.0	99.0	plus	2.71e-175	538	mate-pair-formation
NC_005814_00013|MPF_T	contig00012 len=206127 cov=32.2 corr=0 origname=NODE_12_length_206127_cov_32.216243_pilon sw=shovill-spades/1.1.0 date=20260916	227	206127	1	227	67249	67929	227	3	98.678	100.0	100.0	plus	1.85e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	contig00012 len=206127 cov=32.2 corr=0 origname=NODE_12_length_206127_cov_32.216243_pilon sw=shovill-spades/1.1.0 date=20260916	301	206127	1	301	67932	68834	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_021502_00150|MPF_T	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	770	67354	1	770	26920	29229	770	3	99.61	100.0	100.0	minus	0.0	1455	mate-pair-formation
NC_014312_00141|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	940	67354	1	940	31848	34667	940	0	100.0	100.0	100.0	minus	0.0	1882	mate-pair-formation
NC_019165_00034|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	456	67354	5	456	34670	36025	452	19	95.796	99.0	99.0	minus	0.0	803	mate-pair-formation
NC_021654_00016|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	668	67354	15	668	38918	40879	654	11	98.318	98.0	98.0	minus	0.0	1234	mate-pair-formation
NC_019389_00080|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	212	67354	1	212	40932	41567	212	5	97.642	100.0	100.0	minus	1.48e-139	428	mate-pair-formation
NC_022609_00081|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	330	67354	1	330	41583	42569	330	26	91.818	100.0	100.0	minus	0.0	614	mate-pair-formation
NC_014312_00128|MPF_F	contig00026 len=67354 cov=46.1 corr=0 origname=NODE_26_length_67354_cov_46.115583_pilon sw=shovill-spades/1.1.0 date=20260916	211	67354	1	211	43005	43637	211	0	100.0	100.0	100.0	minus	1.05e-129	400	mate-pair-formation
