sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
nigeria_ERR7226188	chromosome			contig00007 len=269680 cov=8.7 corr=0 origname=NODE_7_length_269680_cov_8.689716_pilon sw=shovill-spades/1.4.2 date=20260811	269680	0.567064669237615	9b4c463d2f714b3889e9b9a614cf25d0	00832	KY270853	ISKpn28	IS481	1105	1	1096	242515	243610						
nigeria_ERR7226188	chromosome			contig00013 len=199185 cov=9.6 corr=0 origname=NODE_13_length_199185_cov_9.550393_pilon sw=shovill-spades/1.4.2 date=20260811	199185	0.564660993548711	31c508fb515df3e7963e2f55ef5e8bf9	00590	KX242350	ISEc17	IS3	1263	1	1263	35192	36454						
nigeria_ERR7226188	plasmid	AA406	AI454	contig00023 len=76927 cov=4.9 corr=0 origname=NODE_23_length_76927_cov_4.866838_pilon sw=shovill-spades/1.4.2 date=20260811	76927	0.4999805009944493	7c8014ff120179f44442b70a226a96ff	01315	CP022426	ISStma11	ISL3	4426	58	3627	73241	76816	3601	plus	81.0	85.698	0.0	3746
nigeria_ERR7226188	plasmid	AA406	AI454	contig00024 len=62920 cov=4.9 corr=0 origname=NODE_24_length_62920_cov_4.901686_pilon sw=shovill-spades/1.4.2 date=20260811	62920	0.4997933884297521	dd6d00825a627553c3fa1728129ce59f	00626	KU997026	ISEc27	IS3	1329	1	1329	56071	57400	1331	minus	100.0	93.464	0.0	1973
nigeria_ERR7226188	plasmid	AA406	AI454	contig00031 len=27232 cov=5.2 corr=0 origname=NODE_31_length_27232_cov_5.161941_pilon sw=shovill-spades/1.4.2 date=20260811	27232	0.4991186839012926	a76c0c4967a00c9a111bda015315f37e	00285	AP006726	ISSen8	IS21	1954	1	1954	5816	7769	1954	minus	100.0	99.949	0.0	3603
nigeria_ERR7226188	plasmid	AA406	AI454	contig00031 len=27232 cov=5.2 corr=0 origname=NODE_31_length_27232_cov_5.161941_pilon sw=shovill-spades/1.4.2 date=20260811	27232	0.4991186839012926	a76c0c4967a00c9a111bda015315f37e	01161	MF344567	ISKox1	IS66	2526	1	2526	17434	19959	2526	plus	100.0	99.762	0.0	4632
nigeria_ERR7226188	plasmid	AA406	AI454	contig00031 len=27232 cov=5.2 corr=0 origname=NODE_31_length_27232_cov_5.161941_pilon sw=shovill-spades/1.4.2 date=20260811	27232	0.4991186839012926	a76c0c4967a00c9a111bda015315f37e	00626	KU997026	ISEc27	IS3	1329	252	1329	21400	22479	1080	plus	81.0	96.574	0.0	1788
nigeria_ERR7226188	plasmid	AA406	AI454	contig00052 len=1056 cov=54.5 corr=0 origname=NODE_52_length_1056_cov_54.535450_pilon sw=shovill-spades/1.4.2 date=20260811	1056	0.5255681818181818	4094e95754d1f922764a98ec6a417d60	00952	MG930932	IS102	IS5	1055	1	1055	2	1055	1056	plus	100.0	94.697	0.0	1637
nigeria_ERR7226188	plasmid	AC302		contig00035 len=18661 cov=5.6 corr=0 origname=NODE_35_length_18661_cov_5.600270_pilon sw=shovill-spades/1.4.2 date=20260811	18661	0.541557258453459	5f3c383c6244f71481d1f8e6ec00a8cf	01029	KU997026	IS6100	IS6	5466	757	3465	194	2901	2709	plus	50.0	99.963	0.0	4996
nigeria_ERR7226188	plasmid	AC302		contig00035 len=18661 cov=5.6 corr=0 origname=NODE_35_length_18661_cov_5.600270_pilon sw=shovill-spades/1.4.2 date=20260811	18661	0.541557258453459	5f3c383c6244f71481d1f8e6ec00a8cf	01029	KU997026	IS6100	IS6	5466	2404	3757	7546	8902	1357	plus	25.0	99.116	0.0	2436
nigeria_ERR7226188	plasmid	AC302		contig00035 len=18661 cov=5.6 corr=0 origname=NODE_35_length_18661_cov_5.600270_pilon sw=shovill-spades/1.4.2 date=20260811	18661	0.541557258453459	5f3c383c6244f71481d1f8e6ec00a8cf	00076	CP016764	IS4321	IS110	9858	1	6351	10298	16647	6351	minus	64.0	98.551	0.0	11217
nigeria_ERR7226188	plasmid	AC302		contig00040 len=6064 cov=4.3 corr=0 origname=NODE_40_length_6064_cov_4.286242_pilon sw=shovill-spades/1.4.2 date=20260811	6064	0.4656992084432718	85180f65fa3fae7d566ceaa65b6595a0	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	2670	5328	2661	minus	100.0	96.618	0.0	4409
nigeria_ERR7226188	plasmid	AC302		contig00049 len=1177 cov=39.3 corr=0 origname=NODE_49_length_1177_cov_39.253283_pilon sw=shovill-spades/1.4.2 date=20260811	1177	0.5097706032285472	d4cce3cf6258bae48ec1c101835b5559	00610	AP006725	ISKpn1	IS3	1445	1	1177	1	1177	1177	minus	81.0	100.0	0.0	2174
