sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR4783565	chromosome			contig00009 len=245760 cov=16.3 corr=0 origname=NODE_9_length_245760_cov_16.325456_pilon sw=shovill-spades/1.1.0 date=20260916	245760	0.56612548828125	f982c060d00043acd82330ba7f5aa12c	00634	CP024842	IS1400	IS3	1207	1	1197	205984	207179						
pw_ERR4783565	chromosome			contig00009 len=245760 cov=16.3 corr=0 origname=NODE_9_length_245760_cov_16.325456_pilon sw=shovill-spades/1.1.0 date=20260916	245760	0.56612548828125	f982c060d00043acd82330ba7f5aa12c	00634	CP024842	IS1400	IS3	1207	1	1193	212747	213938						
pw_ERR4783565	chromosome			contig00014 len=186209 cov=11.3 corr=0 origname=NODE_14_length_186209_cov_11.278654_pilon sw=shovill-spades/1.1.0 date=20260916	186209	0.5784736505754287	a1601830983e7b9bd9d87edcca6476dc	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	888	3165						
pw_ERR4783565	chromosome			contig00039 len=1340 cov=38.2 corr=0 origname=NODE_39_length_1340_cov_38.244915_pilon sw=shovill-spades/1.1.0 date=20260916	1340	0.5104477611940299	1c7fc7c0b5d48e96bf9ec3a64301d8d5	00610	AP006725	ISKpn1	IS3	1445	106	1445	1	1340						
pw_ERR4783565	chromosome			contig00041 len=1195 cov=36.4 corr=0 origname=NODE_41_length_1195_cov_36.426199_pilon sw=shovill-spades/1.1.0 date=20260916	1195	0.5380753138075314	06acda0c7ed37194d32083d90b43d115	00918	LT898486	ISKpn26	IS5	1197	1	1196	1	1195						
pw_ERR4783565	plasmid	AC125	AL185	contig00019 len=114427 cov=11.3 corr=0 origname=NODE_19_length_114427_cov_11.264862_pilon sw=shovill-spades/1.1.0 date=20260916	114427	0.49010286033890604	a00976c9ebddd916e410e0ea4113b0aa	00626	KU997026	ISEc27	IS3	1329	1	1329	66508	67838	1331	minus	100.0	99.549	0.0	2423
pw_ERR4783565	plasmid	AA019	AH565	contig00025 len=48755 cov=20.1 corr=0 origname=NODE_25_length_48755_cov_20.139113_pilon sw=shovill-spades/1.1.0 date=20260916	48755	0.522161829555943	e5b66e2a171f705f38f02995ee132a24	01291	MF156708	ISKpn25	ISL3	2239	1	2239	12751	14990	2240	plus	100.0	96.875	0.0	3747
pw_ERR4783565	plasmid	AA019	AH565	contig00025 len=48755 cov=20.1 corr=0 origname=NODE_25_length_48755_cov_20.139113_pilon sw=shovill-spades/1.1.0 date=20260916	48755	0.522161829555943	e5b66e2a171f705f38f02995ee132a24	00028	JX424614	ISEc21	IS110	1374	1	1374	27393	28766	1374	minus	100.0	99.927	0.0	2532
pw_ERR4783565	plasmid	AA019	AH565	contig00025 len=48755 cov=20.1 corr=0 origname=NODE_25_length_48755_cov_20.139113_pilon sw=shovill-spades/1.1.0 date=20260916	48755	0.522161829555943	e5b66e2a171f705f38f02995ee132a24	01077	NC_004851	IS630	IS630	1160	1	1160	35259	36418	1162	minus	100.0	83.563	0.0	1085
pw_ERR4783565	plasmid	AA019	AH565	contig00025 len=48755 cov=20.1 corr=0 origname=NODE_25_length_48755_cov_20.139113_pilon sw=shovill-spades/1.1.0 date=20260916	48755	0.522161829555943	e5b66e2a171f705f38f02995ee132a24	01283	KX711879	ISEc51	ISKra4	7075	1	2852	38558	41409	2852	minus	40.0	99.965	0.0	5262
pw_ERR4783565	plasmid	AA019	AH565	contig00025 len=48755 cov=20.1 corr=0 origname=NODE_25_length_48755_cov_20.139113_pilon sw=shovill-spades/1.1.0 date=20260916	48755	0.522161829555943	e5b66e2a171f705f38f02995ee132a24	01283	KX711879	ISEc51	ISKra4	7075	3379	5810	41410	43841	2432	plus	34.0	99.918	0.0	4481
pw_ERR4783565	plasmid	AB193	AJ852	contig00030 len=8657 cov=36.8 corr=0 origname=NODE_30_length_8657_cov_36.776738_pilon sw=shovill-spades/1.1.0 date=20260916	8657	0.5000577567286589	e6ecf22fbd3c0efb4f62b5a913a35e87	00955	MF344566	ISPan1	IS5	1057	1	1057	658	1714	1057	plus	100.0	96.121	0.0	1725
