sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
nigeria_ERR7226174	chromosome	-	-	contig00001 len=478440 cov=8.0 corr=1 origname=NODE_1_length_478440_cov_7.990381_pilon sw=shovill-spades/1.4.2 date=20260811	478440	0.5803089206588078	a77538d7f879c081b4b93d8f4502cd92	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00002 len=453373 cov=6.1 corr=1 origname=NODE_2_length_453373_cov_6.093643_pilon sw=shovill-spades/1.4.2 date=20260811	453373	0.5764745584761334	3f320267490b85b74f5391fc29b5111f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00003 len=445484 cov=6.3 corr=0 origname=NODE_3_length_445484_cov_6.333359_pilon sw=shovill-spades/1.4.2 date=20260811	445484	0.5826853489687621	b4dcbc2910fb65b9c67ca00bc742053a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00004 len=392202 cov=6.9 corr=0 origname=NODE_4_length_392202_cov_6.922222_pilon sw=shovill-spades/1.4.2 date=20260811	392202	0.583630374143936	6b0a34cd673d39c07a00f6fa7e61f1a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00005 len=360690 cov=7.3 corr=0 origname=NODE_5_length_360690_cov_7.305816_pilon sw=shovill-spades/1.4.2 date=20260811	360690	0.5778452410657351	518c1b97b58da0122a6a71fa9e62e4d5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00006 len=279768 cov=5.1 corr=0 origname=NODE_6_length_279768_cov_5.134282_pilon sw=shovill-spades/1.4.2 date=20260811	279768	0.5914293271567871	bd2e8d561d93cef8a91da4f6930a93d3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00007 len=275773 cov=4.9 corr=1 origname=NODE_7_length_275773_cov_4.893402_pilon sw=shovill-spades/1.4.2 date=20260811	275773	0.5769999238504132	0c0860f051ffb05f8c49a10a38fbc1fa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00008 len=263810 cov=5.1 corr=1 origname=NODE_8_length_263810_cov_5.124581_pilon sw=shovill-spades/1.4.2 date=20260811	263810	0.5829688033054092	9686a567270d653494f37b76e58f64d9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00009 len=206040 cov=5.7 corr=0 origname=NODE_9_length_206040_cov_5.685775_pilon sw=shovill-spades/1.4.2 date=20260811	206040	0.5696757911085226	78adccd3d8514592e9b8efaae71a791b	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00010 len=204029 cov=7.6 corr=0 origname=NODE_10_length_204029_cov_7.620941_pilon sw=shovill-spades/1.4.2 date=20260811	204029	0.5648804826764823	1f18733e647fc6a4bc6d370cb8151d6d	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nigeria_ERR7226174	chromosome	-	-	contig00011 len=175206 cov=5.3 corr=0 origname=NODE_11_length_175206_cov_5.333550_pilon sw=shovill-spades/1.4.2 date=20260811	175206	0.586909124116754	c2893de8217d18b92528200e878ce948	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
