qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00086 len=2780 cov=27.8 corr=0 origname=NODE_86_length_2780_cov_27.788769_pilon sw=shovill-spades/1.1.0 date=20260916	268	2780	11	268	154	412	267	33	81.273	96.0	96.0	minus	5.939999999999999e-52	200	oriT
000100__NZ_CP016161_00012|IncFIB	contig00019 len=112910 cov=21.5 corr=0 origname=NODE_19_length_112910_cov_21.546778_pilon sw=shovill-spades/1.1.0 date=20260916	1218	112910	1	1218	15870	17087	1218	19	98.44	100.0	100.0	plus	0.0	2145	replicon
000107__CP014778_00094|IncFIB	contig00051 len=25907 cov=23.6 corr=0 origname=NODE_51_length_25907_cov_23.578750_pilon sw=shovill-spades/1.1.0 date=20260916	1011	25907	1	1011	21674	22684	1011	1	99.901	100.0	100.0	minus	0.0	1862	replicon
000097__NC_025166_00051|IncFIB	contig00054 len=23393 cov=16.2 corr=0 origname=NODE_54_length_23393_cov_16.190542_pilon sw=shovill-spades/1.1.0 date=20260916	897	23393	1	897	16225	17121	897	0	100.0	100.0	100.0	minus	0.0	1657	replicon
000204__CP008701_00115|IncR	contig00063 len=12572 cov=18.9 corr=0 origname=NODE_63_length_12572_cov_18.892557_pilon sw=shovill-spades/1.1.0 date=20260916	894	12572	1	894	6876	7771	896	3	99.442	100.0	100.0	plus	0.0	1626	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00079 len=4259 cov=1008.6 corr=0 origname=NODE_79_length_4259_cov_1008.648033_pilon sw=shovill-spades/1.1.0 date=20260916	519	4259	161	519	10	368	360	12	96.111	69.0	92.0	plus	7.86e-168	586	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00079 len=4259 cov=1008.6 corr=0 origname=NODE_79_length_4259_cov_1008.648033_pilon sw=shovill-spades/1.1.0 date=20260916	411	4259	3	134	4128	4259	132	16	87.879	32.0	99.0	plus	2.05e-38	156	replicon
NC_010726_00014|MPF_T	contig00009 len=195914 cov=22.2 corr=0 origname=NODE_9_length_195914_cov_22.232572_pilon sw=shovill-spades/1.1.0 date=20260916	301	195914	1	301	68479	69381	301	3	99.003	100.0	100.0	minus	0.0	617	mate-pair-formation
NC_005814_00013|MPF_T	contig00009 len=195914 cov=22.2 corr=0 origname=NODE_9_length_195914_cov_22.232572_pilon sw=shovill-spades/1.1.0 date=20260916	227	195914	1	227	69384	70064	227	7	96.916	100.0	100.0	minus	4.97e-130	402	mate-pair-formation
NC_010726_00011|MPF_T	contig00009 len=195914 cov=22.2 corr=0 origname=NODE_9_length_195914_cov_22.232572_pilon sw=shovill-spades/1.1.0 date=20260916	358	195914	5	358	70285	71346	354	49	86.158	99.0	99.0	minus	2.33e-176	541	mate-pair-formation
NC_013284_00016|MPF_T	contig00009 len=195914 cov=22.2 corr=0 origname=NODE_9_length_195914_cov_22.232572_pilon sw=shovill-spades/1.1.0 date=20260916	914	195914	1	914	72344	75079	914	84	90.591	100.0	100.0	minus	0.0	1720	mate-pair-formation
