qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000232__CP012429|rep_cluster_1	contig00013 len=108480 cov=44.2 corr=0 origname=NODE_13_length_108480_cov_44.240602_pilon sw=shovill-spades/1.1.0 date=20260916	1500	108480	1	1500	8757	10256	1500	21	98.6	100.0	100.0	minus	0.0	2654	replicon
000232__CP012429|rep_cluster_1	contig00013 len=108480 cov=44.2 corr=0 origname=NODE_13_length_108480_cov_44.240602_pilon sw=shovill-spades/1.1.0 date=20260916	1500	108480	1	1500	98225	99724	1500	21	98.6	100.0	100.0	plus	0.0	2654	replicon
CP033468_00001|rep_cluster_2183	contig00028 len=67959 cov=7.2 corr=0 origname=NODE_28_length_67959_cov_7.212864_pilon sw=shovill-spades/1.1.0 date=20260916	864	67959	37	864	15123	15950	830	143	82.289	96.0	96.0	minus	0.0	715	replicon
000129__CP018340|IncFII	contig00028 len=67959 cov=7.2 corr=0 origname=NODE_28_length_67959_cov_7.212864_pilon sw=shovill-spades/1.1.0 date=20260916	235	67959	1	235	15985	16219	235	0	100.0	100.0	100.0	plus	1.3e-122	435	replicon
000107__CP014778_00094|IncFIB	contig00077 len=19171 cov=3.9 corr=1 origname=NODE_77_length_19171_cov_3.910996_pilon sw=shovill-spades/1.1.0 date=20260916	1011	19171	1	1011	13067	14077	1011	3	99.703	100.0	100.0	plus	0.0	1851	replicon
000097__NC_025166_00051|IncFIB	contig00092 len=13816 cov=6.9 corr=0 origname=NODE_92_length_13816_cov_6.945285_pilon sw=shovill-spades/1.1.0 date=20260916	897	13816	1	897	2918	3814	897	0	100.0	100.0	100.0	minus	0.0	1657	replicon
JN420336|IncHI1B	contig00100 len=11142 cov=4.1 corr=0 origname=NODE_100_length_11142_cov_4.086609_pilon sw=shovill-spades/1.1.0 date=20260916	570	11142	1	570	2471	3040	570	0	100.0	100.0	100.0	plus	0.0	1053	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00118 len=4968 cov=73.5 corr=0 origname=NODE_118_length_4968_cov_73.537286_pilon sw=shovill-spades/1.1.0 date=20260916	411	4968	43	411	23	391	369	13	96.477	90.0	99.0	plus	3.66e-175	610	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00118 len=4968 cov=73.5 corr=0 origname=NODE_118_length_4968_cov_73.537286_pilon sw=shovill-spades/1.1.0 date=20260916	411	4968	3	147	4825	4968	147	13	87.755	35.0	99.0	plus	9.52e-42	167	replicon
JN247852|IncX3	contig00137 len=2570 cov=2.7 corr=0 origname=NODE_137_length_2570_cov_2.657388_pilon sw=shovill-spades/1.1.0 date=20260916	374	2570	1	374	1791	2164	374	0	100.0	100.0	100.0	plus	0.0	691	replicon
JX133088|ColpVC	contig00144 len=1907 cov=722.5 corr=0 origname=NODE_144_length_1907_cov_722.466854_pilon sw=shovill-spades/1.1.0 date=20260916	193	1907	1	193	921	1113	193	5	97.409	100.0	100.0	minus	5.07e-91	329	replicon
NC_021231_00058|MOBF	contig00028 len=67959 cov=7.2 corr=0 origname=NODE_28_length_67959_cov_7.212864_pilon sw=shovill-spades/1.1.0 date=20260916	1753	67959	1	1753	21230	26488	1753	35	98.003	100.0	100.0	minus	0.0	3356	relaxase
CP035180_00077|MOBF	contig00028 len=67959 cov=7.2 corr=0 origname=NODE_28_length_67959_cov_7.212864_pilon sw=shovill-spades/1.1.0 date=20260916	687	67959	1	251	26500	27255	252	15	93.651	37.0	98.0	minus	0.0	378	relaxase
