sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR4920509	chromosome			contig00010 len=114702 cov=7.4 corr=0 origname=NODE_10_length_114702_cov_7.442601_pilon sw=shovill-spades/1.1.0 date=20260916	114702	0.5507401788983627	145a3ec9b88c9cfdca6b3df5e17e6e25	01169	KY174332	ISKpn24	IS66	2454	1	2454	14531	16984						
pw_ERR4920509	chromosome			contig00012 len=110669 cov=6.8 corr=0 origname=NODE_12_length_110669_cov_6.763104_pilon sw=shovill-spades/1.1.0 date=20260916	110669	0.5746053547063766	ceff2adffc1a04f26276a3f2bd3aff79	00918	LT898486	ISKpn26	IS5	1197	1	1196	42737	43932						
pw_ERR4920509	chromosome			contig00019 len=95016 cov=6.0 corr=0 origname=NODE_19_length_95016_cov_6.003636_pilon sw=shovill-spades/1.1.0 date=20260916	95016	0.5535909741517219	ccff0ef2928ee9c647e654dfb9b6c8f0	00952	MG930932	IS102	IS5	1055	1	1055	79963	81016						
pw_ERR4920509	chromosome			contig00099 len=11176 cov=8.0 corr=0 origname=NODE_99_length_11176_cov_8.000362_pilon sw=shovill-spades/1.1.0 date=20260916	11176	0.5585182534001432	6e580ffa00c6209c2d31b33499ff2a32	00543	JX424614	ISKpn34	IS3	1221	1	1221	9327	10547						
pw_ERR4920509	chromosome			contig00111 len=6590 cov=7.1 corr=0 origname=NODE_111_length_6590_cov_7.108309_pilon sw=shovill-spades/1.1.0 date=20260916	6590	0.5171471927162368	1f0b09cd0d1ed26cddc5b28205a556bb	00918	LT898486	ISKpn26	IS5	1197	1	1197	1763	2958						
pw_ERR4920509	chromosome			contig00135 len=2672 cov=72.0 corr=0 origname=NODE_135_length_2672_cov_72.028684_pilon sw=shovill-spades/1.1.0 date=20260916	2672	0.531811377245509	2f0139db6d515e613574dea08e5709b9	01400	CP016586.1	23s-rRNA	23S	3027	660	2929	403	2672						
pw_ERR4920509	chromosome			contig00167 len=1202 cov=25.4 corr=0 origname=NODE_168_length_1202_cov_25.379535_pilon sw=shovill-spades/1.1.0 date=20260916	1202	0.5074875207986689	f7bacb068e69fd6d737f002799f8aa98	00610	AP006725	ISKpn1	IS3	1445	46	1247	1	1202						
pw_ERR4920509	plasmid	AA448		contig00028 len=67959 cov=7.2 corr=0 origname=NODE_28_length_67959_cov_7.212864_pilon sw=shovill-spades/1.1.0 date=20260916	67959	0.5176062037404906	e761c201eaa7cba66a418cd56cbd52c5	00832	KY270853	ISKpn28	IS481	1105	1	1098	65533	66630	1098	plus	99.0	99.909	0.0	2023
pw_ERR4920509	plasmid	AA037		contig00156 len=1474 cov=10.4 corr=0 origname=NODE_156_length_1474_cov_10.380846_pilon sw=shovill-spades/1.1.0 date=20260916	1474	0.5027137042062415	0fd7db4e7b189d2a9c47528777d999f8	00429	MF344562	ISKpn38	IS3	1598	125	1598	1	1474	1474	plus	92.0	99.932	0.0	2717
pw_ERR4920509	plasmid	AA037		contig00159 len=1322 cov=22.3 corr=0 origname=NODE_159_length_1322_cov_22.325523_pilon sw=shovill-spades/1.1.0 date=20260916	1322	0.5249621785173979	4b5fcedcee7184a8fb0db6377b1dffd3	01320	CP016763	ISCfr12	ISL3	1316	1	1316	5	1320	1317	minus	100.0	85.421	0.0	1367
pw_ERR4920509	plasmid	AA816		contig00077 len=19171 cov=3.9 corr=1 origname=NODE_77_length_19171_cov_3.910996_pilon sw=shovill-spades/1.1.0 date=20260916	19171	0.49277554639820564	ad33234aa75e4072799d876f291f64eb	00028	JX424614	ISEc21	IS110	1374	115	1374	6345	7604	1260	minus	92.0	99.603	0.0	2300
pw_ERR4920509	plasmid	AA019		contig00083 len=15759 cov=7.8 corr=0 origname=NODE_83_length_15759_cov_7.846021_pilon sw=shovill-spades/1.1.0 date=20260916	15759	0.5144361951900501	34293dcbb4515316840302af1b07fae7	01291	MF156708	ISKpn25	ISL3	2239	1	2239	12640	14879	2240	minus	100.0	96.875	0.0	3747
