qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP000966|IncFII	contig00020 len=64830 cov=6.4 corr=3 origname=NODE_20_length_64830_cov_6.405468_pilon sw=shovill-spades/1.1.0 date=20260917	230	64830	3	230	14056	14283	229	8	95.633	99.0	99.0	plus	4.75e-102	366	replicon
000107__CP014778_00094|IncFIB	contig00021 len=61952 cov=5.7 corr=0 origname=NODE_21_length_61952_cov_5.690756_pilon sw=shovill-spades/1.1.0 date=20260917	1011	61952	1	1011	2744	3754	1011	96	90.504	100.0	100.0	minus	0.0	1336	replicon
CP024497_00001|IncFIB	contig00021 len=61952 cov=5.7 corr=0 origname=NODE_21_length_61952_cov_5.690756_pilon sw=shovill-spades/1.1.0 date=20260917	1089	61952	1	1089	29631	30719	1090	76	92.844	100.0	100.0	plus	0.0	1580	replicon
000221__NC_025130_00012|IncX3	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	873	35659	1	873	30662	31534	873	0	100.0	100.0	100.0	plus	0.0	1613	replicon
000483__CP010949_00006|rep_cluster_1195	contig00035 len=12756 cov=14.2 corr=0 origname=NODE_35_length_12756_cov_14.232322_pilon sw=shovill-spades/1.1.0 date=20260917	948	12756	13	900	5934	6821	895	146	82.123	94.0	94.0	plus	0.0	754	replicon
000195__NC_013728_00014|IncQ1	contig00044 len=6888 cov=7.0 corr=0 origname=NODE_44_length_6888_cov_6.962284_pilon sw=shovill-spades/1.1.0 date=20260917	885	6888	1	848	6041	6888	848	0	100.0	96.0	96.0	plus	0.0	1567	replicon
CP035180_00077|MOBF	contig00020 len=64830 cov=6.4 corr=3 origname=NODE_20_length_64830_cov_6.405468_pilon sw=shovill-spades/1.1.0 date=20260917	687	64830	1	251	3414	4139	252	23	86.508	37.0	100.0	plus	0.0	344	relaxase
NC_021231_00058|MOBF	contig00020 len=64830 cov=6.4 corr=3 origname=NODE_20_length_64830_cov_6.405468_pilon sw=shovill-spades/1.1.0 date=20260917	1753	64830	1	1753	4151	9406	1753	106	93.896	100.0	100.0	plus	0.0	3224	relaxase
NC_020552_00059|MOBP	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	386	35659	1	386	24266	25423	386	0	100.0	100.0	100.0	minus	0.0	757	relaxase
NC_016980_00239|MOBH	contig00027 len=30271 cov=6.1 corr=0 origname=NODE_27_length_30271_cov_6.072917_pilon sw=shovill-spades/1.1.0 date=20260917	982	30271	1	982	10627	13557	982	114	87.882	100.0	100.0	plus	0.0	1701	relaxase
NC_010726_00014|MPF_T	contig00011 len=164876 cov=17.5 corr=0 origname=NODE_11_length_164876_cov_17.534128_pilon sw=shovill-spades/1.1.0 date=20260917	301	164876	1	301	9909	10811	301	3	99.003	100.0	100.0	minus	0.0	617	mate-pair-formation
NC_005814_00013|MPF_T	contig00011 len=164876 cov=17.5 corr=0 origname=NODE_11_length_164876_cov_17.534128_pilon sw=shovill-spades/1.1.0 date=20260917	227	164876	1	227	10814	11494	227	3	98.678	100.0	100.0	minus	1.81e-132	409	mate-pair-formation
NC_010726_00011|MPF_T	contig00011 len=164876 cov=17.5 corr=0 origname=NODE_11_length_164876_cov_17.534128_pilon sw=shovill-spades/1.1.0 date=20260917	358	164876	5	358	11719	12780	354	46	87.006	99.0	99.0	minus	1.39e-174	536	mate-pair-formation
NC_013284_00016|MPF_T	contig00011 len=164876 cov=17.5 corr=0 origname=NODE_11_length_164876_cov_17.534128_pilon sw=shovill-spades/1.1.0 date=20260917	914	164876	1	914	13771	16506	914	80	91.028	100.0	100.0	minus	0.0	1728	mate-pair-formation
NC_021502_00150|MPF_T	contig00020 len=64830 cov=6.4 corr=3 origname=NODE_20_length_64830_cov_6.405468_pilon sw=shovill-spades/1.1.0 date=20260917	770	64830	1	770	1869	4148	770	21	95.974	100.0	100.0	plus	0.0	1401	mate-pair-formation
NC_023911_00309|MPF_F	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	286	40792	1	286	1616	2473	286	22	92.308	100.0	100.0	plus	3.72e-175	534	mate-pair-formation
NC_018107_00235|MPF_F	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	389	40792	1	389	2478	3644	389	26	93.316	100.0	100.0	plus	0.0	709	mate-pair-formation
NC_016980_00099|MPF_T	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	905	40792	1	905	7605	10319	905	0	100.0	100.0	100.0	plus	0.0	1846	mate-pair-formation
NC_016980_00109|MPF_F	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	453	40792	1	453	19796	21154	453	1	99.779	100.0	100.0	plus	0.0	936	mate-pair-formation
NC_016980_00110|MPF_F	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	345	40792	1	345	21154	22188	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
NC_017624_00009|MPF_T	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	611	35659	1	599	11260	13056	599	29	95.159	98.0	98.0	minus	0.0	1123	mate-pair-formation
NC_019083_00030|MPF_T	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	309	35659	1	309	15503	16429	309	4	98.706	100.0	100.0	minus	0.0	630	mate-pair-formation
NC_019157_00030|MPF_T	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	242	35659	1	242	16438	17163	242	0	100.0	100.0	100.0	minus	9.56e-149	456	mate-pair-formation
NC_019157_00029|MPF_T	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	351	35659	1	351	17361	18413	351	1	99.715	100.0	100.0	minus	0.0	641	mate-pair-formation
NC_023277_00163|MPF_T	contig00024 len=35659 cov=11.5 corr=0 origname=NODE_24_length_35659_cov_11.504278_pilon sw=shovill-spades/1.1.0 date=20260917	717	35659	1	717	19475	21625	717	71	90.098	100.0	100.0	minus	0.0	1335	mate-pair-formation
NC_018107_00101|MPF_F	contig00027 len=30271 cov=6.1 corr=0 origname=NODE_27_length_30271_cov_6.072917_pilon sw=shovill-spades/1.1.0 date=20260917	480	30271	1	480	3936	5375	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00027 len=30271 cov=6.1 corr=0 origname=NODE_27_length_30271_cov_6.072917_pilon sw=shovill-spades/1.1.0 date=20260917	708	30271	1	708	13550	15673	708	1	99.859	100.0	100.0	plus	0.0	1480	mate-pair-formation
NC_021502_00131|MPF_T	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	879	16847	1	879	956	3592	879	41	95.336	100.0	100.0	plus	0.0	1739	mate-pair-formation
NC_014312_00128|MPF_F	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	211	16847	1	211	3984	4616	211	1	99.526	100.0	100.0	plus	9.28e-130	400	mate-pair-formation
NC_022609_00081|MPF_F	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	330	16847	1	330	5052	6038	330	15	95.152	100.0	100.0	plus	0.0	652	mate-pair-formation
NC_011281_00082|MPF_F	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	215	16847	1	215	6317	6961	215	11	94.884	100.0	100.0	plus	3.56e-127	393	mate-pair-formation
NC_021654_00016|MPF_F	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	668	16847	15	668	7014	9005	664	9	97.139	98.0	98.0	plus	0.0	1236	mate-pair-formation
NC_019165_00034|MPF_F	contig00032 len=16847 cov=7.0 corr=0 origname=NODE_32_length_16847_cov_7.014055_pilon sw=shovill-spades/1.1.0 date=20260917	456	16847	5	455	11899	13251	451	26	94.235	99.0	99.0	plus	0.0	789	mate-pair-formation
