sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
pw_ERR4008031	chromosome	-	-	contig00001 len=954646 cov=18.1 corr=0 origname=NODE_1_length_954646_cov_18.051059_pilon sw=shovill-spades/1.1.0 date=20260917	954646	0.5768661891423628	759d12b1404d5571543ab7e05f0aff4c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00002 len=601257 cov=17.2 corr=0 origname=NODE_2_length_601257_cov_17.202870_pilon sw=shovill-spades/1.1.0 date=20260917	601257	0.5876605178817045	19e26167206f5196d06e5a4f7a5f7b5f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00003 len=453529 cov=16.4 corr=0 origname=NODE_3_length_453529_cov_16.435298_pilon sw=shovill-spades/1.1.0 date=20260917	453529	0.5837201149209863	78c1ce8d97940fc15596e6b5380800e5	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00004 len=428158 cov=17.5 corr=0 origname=NODE_4_length_428158_cov_17.497307_pilon sw=shovill-spades/1.1.0 date=20260917	428158	0.5835812947556743	012b102fd139cc164ea33b244a0181a6	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00005 len=373991 cov=17.2 corr=0 origname=NODE_5_length_373991_cov_17.191332_pilon sw=shovill-spades/1.1.0 date=20260917	373991	0.580746595506309	3ac16be68cfca34c5104e814bca625eb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00006 len=310558 cov=17.7 corr=0 origname=NODE_6_length_310558_cov_17.670242_pilon sw=shovill-spades/1.1.0 date=20260917	310558	0.5728366359907006	3c63bf24512cb5beca2d80ca80bbc3ab	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00007 len=295708 cov=17.4 corr=0 origname=NODE_7_length_295708_cov_17.420717_pilon sw=shovill-spades/1.1.0 date=20260917	295708	0.5730551760520514	e80f0d701ee6d7106f566fbe9146d9bb	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00008 len=274741 cov=17.3 corr=0 origname=NODE_8_length_274741_cov_17.299446_pilon sw=shovill-spades/1.1.0 date=20260917	274741	0.5744937959751184	aa47d8005ac7ac04f1542d90f72a7e05	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00009 len=263868 cov=17.8 corr=0 origname=NODE_9_length_263868_cov_17.787079_pilon sw=shovill-spades/1.1.0 date=20260917	263868	0.575928115572938	139fcd25d0b1423b5fa55d6278d63c6a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00010 len=204895 cov=17.0 corr=0 origname=NODE_10_length_204895_cov_16.994071_pilon sw=shovill-spades/1.1.0 date=20260917	204895	0.5887064106005515	c36f7b1fddc6bc01abb9283b2ae14942	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00011 len=164876 cov=17.5 corr=0 origname=NODE_11_length_164876_cov_17.534128_pilon sw=shovill-spades/1.1.0 date=20260917	164876	0.5303197554525826	001cbd181f325c1d2fd0a8b78604e51b	not tested	-	-	-	-	MPF_T,MPF_T,MPF_T,MPF_T	NC_010726_00014,NC_005814_00013,NC_010726_00011,NC_013284_00016	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00012 len=121544 cov=17.8 corr=0 origname=NODE_12_length_121544_cov_17.793085_pilon sw=shovill-spades/1.1.0 date=20260917	121544	0.5712581451984466	dbf24fd25170c12cefd866f3e1124416	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00013 len=121240 cov=16.6 corr=0 origname=NODE_13_length_121240_cov_16.608572_pilon sw=shovill-spades/1.1.0 date=20260917	121240	0.5784147146156384	f787c17fd932e831a55bccd7940a2e0f	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00014 len=104853 cov=18.0 corr=0 origname=NODE_14_length_104853_cov_18.019012_pilon sw=shovill-spades/1.1.0 date=20260917	104853	0.5571132919420522	d0b2a880c6b37c490951bde050759636	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00015 len=95829 cov=17.9 corr=0 origname=NODE_15_length_95829_cov_17.896700_pilon sw=shovill-spades/1.1.0 date=20260917	95829	0.5859812791534922	0768eb3dce60c510048d37306d5183f7	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00016 len=93498 cov=16.8 corr=0 origname=NODE_16_length_93498_cov_16.841985_pilon sw=shovill-spades/1.1.0 date=20260917	93498	0.5729748229908661	a1db0607aa78584215bdf09ef618a97a	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00017 len=92975 cov=16.7 corr=0 origname=NODE_17_length_92975_cov_16.670041_pilon sw=shovill-spades/1.1.0 date=20260917	92975	0.5686689970422156	62f0518482e154a5944d9a16cf5bc432	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00018 len=91841 cov=17.8 corr=0 origname=NODE_18_length_91841_cov_17.789247_pilon sw=shovill-spades/1.1.0 date=20260917	91841	0.5446587036290981	ac798f25a0a79c747ab27bc5494b087c	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	chromosome	-	-	contig00019 len=82589 cov=16.0 corr=0 origname=NODE_19_length_82589_cov_15.983835_pilon sw=shovill-spades/1.1.0 date=20260917	82589	0.5395149475111698	b60f3f124e20df22cbbab18c2fcefe11	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR4008031	plasmid	AA277	-	contig00020 len=64830 cov=6.4 corr=3 origname=NODE_20_length_64830_cov_6.405468_pilon sw=shovill-spades/1.1.0 date=20260917	64830	0.5188955730371742	5de7d31034df429d225a9d73c57b9f3b	not tested	IncFII	CP000966	MOBF,MOBF	CP035180_00077,NC_021231_00058	MPF_T	NC_021502_00150	-	-	-	CP030071	0.0304804	Klebsiella pneumoniae	-	-	-
pw_ERR4008031	plasmid	AA405	AI438	contig00021 len=61952 cov=5.7 corr=0 origname=NODE_21_length_61952_cov_5.690756_pilon sw=shovill-spades/1.1.0 date=20260917	61952	0.45895209194214875	7630207d02aab5771a0e1741515e8b66	not tested	IncFIB,IncFIB	000107__CP014778_00094,CP024497_00001	-	-	-	-	-	-	-	MG288682	0.0157789	Klebsiella aerogenes	-	-	-
pw_ERR4008031	plasmid	AA405	AI438	contig00022 len=40792 cov=5.3 corr=0 origname=NODE_22_length_40792_cov_5.265511_pilon sw=shovill-spades/1.1.0 date=20260917	40792	0.41973916454206706	4dfac001ee19be5ca18a95c7f513d460	not tested	-	-	-	-	MPF_F,MPF_F,MPF_F,MPF_F,MPF_T	NC_023911_00309,NC_018107_00235,NC_016980_00109,NC_016980_00110,NC_016980_00099	-	-	-	MG288682	0.0157789	Klebsiella aerogenes	-	-	-
pw_ERR4008031	chromosome	-	-	contig00023 len=39782 cov=15.2 corr=0 origname=NODE_23_length_39782_cov_15.193570_pilon sw=shovill-spades/1.1.0 date=20260917	39782	0.532200492685134	a0b99372ea4c4c0172ad0ee747be6b86	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
