qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
000232__CP012429|rep_cluster_1	contig00017 len=108480 cov=82.3 corr=0 origname=NODE_17_length_108480_cov_82.301773_pilon sw=shovill-spades/1.1.0 date=20260916	1500	108480	1	1500	8757	10256	1500	21	98.6	100.0	100.0	minus	0.0	2654	replicon
000232__CP012429|rep_cluster_1	contig00017 len=108480 cov=82.3 corr=0 origname=NODE_17_length_108480_cov_82.301773_pilon sw=shovill-spades/1.1.0 date=20260916	1500	108480	1	1500	98225	99724	1500	21	98.6	100.0	100.0	plus	0.0	2654	replicon
000129__CP018340|IncFII	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	235	57070	1	235	40707	40941	235	0	100.0	100.0	100.0	minus	1.3e-122	435	replicon
CP033468_00001|rep_cluster_2183	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	864	57070	37	864	40976	41803	830	143	82.289	96.0	96.0	plus	0.0	715	replicon
000221__NC_025130_00012|IncX3	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	873	34378	1	873	29381	30253	873	0	100.0	100.0	100.0	plus	0.0	1613	replicon
000097__NC_025166_00051|IncFIB	contig00033 len=32114 cov=9.1 corr=0 origname=NODE_33_length_32114_cov_9.085222_pilon sw=shovill-spades/1.1.0 date=20260916	897	32114	1	897	12973	13869	897	0	100.0	100.0	100.0	plus	0.0	1657	replicon
000107__CP014778_00094|IncFIB	contig00041 len=9821 cov=5.0 corr=0 origname=NODE_41_length_9821_cov_4.951723_pilon sw=shovill-spades/1.1.0 date=20260916	1011	9821	1	1011	5095	6105	1011	3	99.703	100.0	100.0	minus	0.0	1851	replicon
JN420336|IncHI1B	contig00043 len=8024 cov=5.1 corr=0 origname=NODE_43_length_8024_cov_5.107636_pilon sw=shovill-spades/1.1.0 date=20260916	570	8024	1	570	2547	3116	570	0	100.0	100.0	100.0	plus	0.0	1053	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00048 len=4968 cov=297.8 corr=0 origname=NODE_48_length_4968_cov_297.758521_pilon sw=shovill-spades/1.1.0 date=20260916	411	4968	3	411	3337	3744	411	20	93.917	99.0	99.0	minus	7.89e-177	616	replicon
JX133088|ColpVC	contig00064 len=1907 cov=1483.1 corr=0 origname=NODE_64_length_1907_cov_1483.070787_pilon sw=shovill-spades/1.1.0 date=20260916	193	1907	1	193	912	1104	193	5	97.409	100.0	100.0	minus	5.089999999999998e-91	329	replicon
CP035180_00077|MOBF	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	687	57070	1	251	29671	30426	252	15	93.651	37.0	98.0	plus	0.0	378	relaxase
NC_021231_00058|MOBF	contig00024 len=57070 cov=8.5 corr=0 origname=NODE_24_length_57070_cov_8.510616_pilon sw=shovill-spades/1.1.0 date=20260916	1753	57070	1	1753	30438	35696	1753	35	98.003	100.0	100.0	plus	0.0	3356	relaxase
NC_020552_00059|MOBP	contig00031 len=34378 cov=8.0 corr=0 origname=NODE_31_length_34378_cov_8.010131_pilon sw=shovill-spades/1.1.0 date=20260916	386	34378	1	386	22985	24142	386	0	100.0	100.0	100.0	minus	0.0	757	relaxase
NC_013284_00016|MPF_T	contig00008 len=314650 cov=14.5 corr=5 origname=NODE_8_length_314650_cov_14.545890_pilon sw=shovill-spades/1.1.0 date=20260916	914	314650	1	914	237917	240652	914	81	90.919	100.0	100.0	plus	0.0	1727	mate-pair-formation
NC_010726_00011|MPF_T	contig00008 len=314650 cov=14.5 corr=5 origname=NODE_8_length_314650_cov_14.545890_pilon sw=shovill-spades/1.1.0 date=20260916	358	314650	5	358	241643	242704	354	45	87.288	99.0	99.0	plus	2.63e-175	538	mate-pair-formation
NC_005814_00013|MPF_T	contig00008 len=314650 cov=14.5 corr=5 origname=NODE_8_length_314650_cov_14.545890_pilon sw=shovill-spades/1.1.0 date=20260916	227	314650	1	227	242929	243609	227	3	98.678	100.0	100.0	plus	1.7900000000000003e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	contig00008 len=314650 cov=14.5 corr=5 origname=NODE_8_length_314650_cov_14.545890_pilon sw=shovill-spades/1.1.0 date=20260916	301	314650	1	301	243612	244514	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
