sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR4920539	chromosome			contig00007 len=318745 cov=15.0 corr=0 origname=NODE_7_length_318745_cov_15.000807_pilon sw=shovill-spades/1.1.0 date=20260916	318745	0.5674598817236349	65042f929b46d1cc5ef270e7c47cda2a	00953	KY652381	IS903B	IS5	1057	1	1057	36282	37338						
pw_ERR4920539	chromosome			contig00007 len=318745 cov=15.0 corr=0 origname=NODE_7_length_318745_cov_15.000807_pilon sw=shovill-spades/1.1.0 date=20260916	318745	0.5674598817236349	65042f929b46d1cc5ef270e7c47cda2a	00952	MG930932	IS102	IS5	1055	1	1055	303676	304729						
pw_ERR4920539	chromosome			contig00008 len=314650 cov=14.5 corr=5 origname=NODE_8_length_314650_cov_14.545890_pilon sw=shovill-spades/1.1.0 date=20260916	314650	0.5500429048148737	19d3cb9af092f87b2240da5a284837ea	00543	JX424614	ISKpn34	IS3	1221	1	1221	294373	295593						
pw_ERR4920539	chromosome			contig00012 len=143082 cov=26.8 corr=0 origname=NODE_12_length_143082_cov_26.778742_pilon sw=shovill-spades/1.1.0 date=20260916	143082	0.5739575907521561	0735ee73de597a624eefe9a8e18d1b3e	00918	LT898486	ISKpn26	IS5	1197	1	1196	77494	78689						
pw_ERR4920539	chromosome			contig00014 len=124832 cov=15.3 corr=0 origname=NODE_14_length_124832_cov_15.348727_pilon sw=shovill-spades/1.1.0 date=20260916	124832	0.5547535888233787	1bc7d6ed65feb1ec0186a835a3c05d4e	01169	KY174332	ISKpn24	IS66	2454	1	2454	106842	109295						
pw_ERR4920539	plasmid	AA450		contig00044 len=7124 cov=9.4 corr=0 origname=NODE_44_length_7124_cov_9.407889_pilon sw=shovill-spades/1.1.0 date=20260916	7124	0.5009825940482875	0c0bb88e33cdeb8373a7c3e834dec5e9	00832	KY270853	ISKpn28	IS481	1105	1	1098	1277	2374	1098	minus	99.0	99.909	0.0	2023
pw_ERR4920539	plasmid	AA038	AH615	contig00050 len=4654 cov=8.0 corr=0 origname=NODE_50_length_4654_cov_7.979898_pilon sw=shovill-spades/1.1.0 date=20260916	4654	0.46991834980661795	8f4e2ac7a79e954f0d42ca0ab7e6c3ef	00704	KF702385	ISAba125	IS30	2175	1	1022	124	1145	1022	minus	47.0	99.902	0.0	1882
pw_ERR4920539	plasmid	AA038	AH615	contig00069 len=1320 cov=50.7 corr=0 origname=NODE_69_length_1320_cov_50.659681_pilon sw=shovill-spades/1.1.0 date=20260916	1320	0.5257575757575758	8317f0f1432af18463e988aa8b1d4c0c	01320	CP016763	ISCfr12	ISL3	1316	1	1316	3	1318	1317	minus	100.0	85.421	0.0	1367
pw_ERR4920539	plasmid	AA038	AH615	contig00073 len=1195 cov=25.6 corr=0 origname=NODE_73_length_1195_cov_25.587079_pilon sw=shovill-spades/1.1.0 date=20260916	1195	0.5297071129707113	24d3a54c6f09a626dcdf395cc882ce6e	00918	LT898486	ISKpn26	IS5	1197	1	1196	1	1195	1199	minus	99.0	90.909	0.0	1604
pw_ERR4920539	plasmid	AA019	AH564	contig00033 len=32114 cov=9.1 corr=0 origname=NODE_33_length_32114_cov_9.085222_pilon sw=shovill-spades/1.1.0 date=20260916	32114	0.5319486828174628	48e43335b1972698b7aef67abeba2108	01291	MF156708	ISKpn25	ISL3	2239	1	2239	17495	19734	2240	plus	100.0	96.875	0.0	3747
