sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR4783580	chromosome			contig00002 len=603018 cov=15.4 corr=0 origname=NODE_2_length_603018_cov_15.351991_pilon sw=shovill-spades/1.1.0 date=20260917	603018	0.5836160777953561	5358197b3f57ca904c9cec5bd2fdae5e	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	424	3082						
pw_ERR4783580	chromosome			contig00010 len=196009 cov=18.1 corr=0 origname=NODE_10_length_196009_cov_18.131385_pilon sw=shovill-spades/1.1.0 date=20260917	196009	0.571315602854971	1f23433fcf65f20d1b10d98cd7eb1640	00626	KU997026	ISEc27	IS3	1329	1	1329	3278	4608						
pw_ERR4783580	chromosome			contig00078 len=1445 cov=109.5 corr=0 origname=NODE_78_length_1445_cov_109.473763_pilon sw=shovill-spades/1.1.0 date=20260917	1445	0.5038062283737024	3c5d0a3103b0b71a37dc7190124672df	00610	AP006725	ISKpn1	IS3	1445	1	1445	1	1445						
pw_ERR4783580	plasmid	AA405	AI439	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	115573	0.45523608455262043	f0b04f336274b84e41f054658756d597	00832	KY270853	ISKpn28	IS481	1105	1	1096	38692	39787	1096	plus	99.0	94.526	0.0	1692
pw_ERR4783580	plasmid	AA405	AI439	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	115573	0.45523608455262043	f0b04f336274b84e41f054658756d597	00640	MF344566	ISKpn8	IS3	1443	1	1443	39854	41296	1443	minus	100.0	99.931	0.0	2660
pw_ERR4783580	plasmid	AA405	AI439	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	115573	0.45523608455262043	f0b04f336274b84e41f054658756d597	00952	MG930932	IS102	IS5	1055	1	1055	91261	92314	1056	plus	100.0	94.508	0.0	1626
pw_ERR4783580	plasmid	AA405	AI439	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	115573	0.45523608455262043	f0b04f336274b84e41f054658756d597	00543	JX424614	ISKpn34	IS3	1221	1	1221	97693	98913	1222	plus	100.0	92.635	0.0	1757
pw_ERR4783580	plasmid	AA405	AI439	contig00044 len=13831 cov=33.7 corr=0 origname=NODE_44_length_13831_cov_33.695554_pilon sw=shovill-spades/1.1.0 date=20260917	13831	0.5751572554406768	4bea9c8dddc09074155b232e2ae2ab0e	00917	KY978629	IS5D	IS5	9632	1	7751	2483	10233	7752	plus	80.0	99.342	0.0	14031
pw_ERR4783580	plasmid	AA405	AI439	contig00049 len=9210 cov=30.3 corr=0 origname=NODE_49_length_9210_cov_30.314210_pilon sw=shovill-spades/1.1.0 date=20260917	9210	0.44299674267100975	2a7cb49ce429f532d6fa43b33bba6cb3	00797	FJ410928	ISEc29	IS4	6736	462	2644	83	2265	2183	plus	32.0	99.771	0.0	4004
pw_ERR4783580	plasmid	AA405	AI439	contig00049 len=9210 cov=30.3 corr=0 origname=NODE_49_length_9210_cov_30.314210_pilon sw=shovill-spades/1.1.0 date=20260917	9210	0.44299674267100975	2a7cb49ce429f532d6fa43b33bba6cb3	00797	FJ410928	ISEc29	IS4	6736	2609	6734	2266	6399	4134	plus	61.0	99.734	0.0	7566
pw_ERR4783580	plasmid	AA405	AI439	contig00067 len=2231 cov=110.6 corr=0 origname=NODE_67_length_2231_cov_110.616038_pilon sw=shovill-spades/1.1.0 date=20260917	2231	0.47870909905871806	c159262b8df4ee268751ae471c58aca3	01362	MF344564	ISKpn21	ISNCY	2278	1	2231	1	2231	2231	minus	98.0	99.866	0.0	4104
pw_ERR4783580	plasmid	AA275	AI074	contig00023 len=62148 cov=28.0 corr=0 origname=NODE_23_length_62148_cov_28.032384_pilon sw=shovill-spades/1.1.0 date=20260917	62148	0.4996942781746798	6ff6b4407449b82f02c4bf21b151618f	00593	LT898485	ISEcl1	IS3	1336	1	1336	39088	40423	1336	plus	100.0	98.428	0.0	2351
