qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00072 len=1875 cov=30.9 corr=0 origname=NODE_72_length_1875_cov_30.922336_pilon sw=shovill-spades/1.1.0 date=20260917	268	1875	11	268	327	585	264	38	81.439	96.0	96.0	minus	1.34e-53	206	oriT
CP024497_00001|IncFIB	contig00014 len=115573 cov=40.8 corr=0 origname=NODE_14_length_115573_cov_40.836570_pilon sw=shovill-spades/1.1.0 date=20260917	1089	115573	1	1089	77643	78731	1090	72	93.211	100.0	100.0	minus	0.0	1602	replicon
000107__CP014778_00094|IncFIB	contig00023 len=62148 cov=28.0 corr=0 origname=NODE_23_length_62148_cov_28.032384_pilon sw=shovill-spades/1.1.0 date=20260917	1011	62148	1	1011	53606	54616	1011	98	90.307	100.0	100.0	minus	0.0	1325	replicon
000129__CP018340|IncFII	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	235	60043	1	235	58490	58724	235	2	99.149	100.0	100.0	minus	2.94e-119	424	replicon
CP033468_00001|rep_cluster_2183	contig00025 len=60043 cov=27.3 corr=0 origname=NODE_25_length_60043_cov_27.263549_pilon sw=shovill-spades/1.1.0 date=20260917	864	60043	37	864	58759	59586	830	144	82.169	96.0	96.0	plus	0.0	710	replicon
000204__CP008701_00115|IncR	contig00037 len=24446 cov=42.2 corr=0 origname=NODE_37_length_24446_cov_42.157839_pilon sw=shovill-spades/1.1.0 date=20260917	894	24446	1	894	18427	19322	896	3	99.442	100.0	100.0	plus	0.0	1626	replicon
JN420336|IncHI1B	contig00048 len=9705 cov=39.9 corr=0 origname=NODE_48_length_9705_cov_39.880446_pilon sw=shovill-spades/1.1.0 date=20260917	570	9705	1	570	3293	3862	570	0	100.0	100.0	100.0	plus	0.0	1053	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00058 len=4274 cov=225.8 corr=0 origname=NODE_58_length_4274_cov_225.810713_pilon sw=shovill-spades/1.1.0 date=20260917	519	4274	42	519	2554	3028	482	39	89.627	92.0	92.0	plus	8.18e-173	603	replicon
000562__KT346360_00001|rep_cluster_1254	contig00074 len=1850 cov=35.5 corr=0 origname=NODE_74_length_1850_cov_35.454284_pilon sw=shovill-spades/1.1.0 date=20260917	930	1850	176	930	987	1741	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
AF250878|IncFIA	contig00076 len=1557 cov=31.7 corr=0 origname=NODE_76_length_1557_cov_31.705635_pilon sw=shovill-spades/1.1.0 date=20260917	388	1557	2	388	394	780	387	6	98.45	99.0	99.0	plus	0.0	682	replicon
