qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
CP024497_00001|IncFIB	contig00026 len=53014 cov=6.3 corr=1 origname=NODE_26_length_53014_cov_6.288786_pilon sw=shovill-spades/1.1.0 date=20260916	1089	53014	1	1089	30362	31450	1090	76	92.844	100.0	100.0	minus	0.0	1580	replicon
MK649828_00114|IncFII	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	201	39121	1	201	8001	8201	201	1	99.502	100.0	100.0	minus	4.09e-102	366	replicon
000221__NC_025130_00012|IncX3	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	873	34377	1	873	29380	30252	873	0	100.0	100.0	100.0	plus	0.0	1613	replicon
000483__CP010949_00006|rep_cluster_1195	contig00041 len=12755 cov=8.1 corr=0 origname=NODE_41_length_12755_cov_8.140561_pilon sw=shovill-spades/1.1.0 date=20260916	948	12755	13	900	5934	6821	895	146	82.123	94.0	94.0	plus	0.0	754	replicon
000107__CP014778_00094|IncFIB	contig00045 len=7093 cov=5.7 corr=1 origname=NODE_45_length_7093_cov_5.737583_pilon sw=shovill-spades/1.1.0 date=20260916	1011	7093	1	1011	2312	3322	1011	96	90.504	100.0	100.0	minus	0.0	1336	replicon
000195__NC_013728_00014|IncQ1	contig00060 len=2145 cov=6.7 corr=0 origname=NODE_60_length_2145_cov_6.690783_pilon sw=shovill-spades/1.1.0 date=20260916	885	2145	1	848	1298	2145	848	0	100.0	96.0	96.0	plus	0.0	1567	replicon
NC_016980_00239|MOBH	contig00029 len=40589 cov=6.5 corr=0 origname=NODE_29_length_40589_cov_6.454772_pilon sw=shovill-spades/1.1.0 date=20260916	982	40589	1	982	20945	23875	982	114	87.882	100.0	100.0	plus	0.0	1701	relaxase
NC_021231_00058|MOBF	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	1753	39121	1	1753	12890	18145	1753	106	93.896	100.0	100.0	minus	0.0	3224	relaxase
CP035180_00077|MOBF	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	687	39121	1	251	18157	18882	252	23	86.508	37.0	100.0	minus	0.0	344	relaxase
NC_020552_00059|MOBP	contig00034 len=34377 cov=7.8 corr=0 origname=NODE_34_length_34377_cov_7.792788_pilon sw=shovill-spades/1.1.0 date=20260916	386	34377	1	386	22984	24141	386	0	100.0	100.0	100.0	minus	0.0	757	relaxase
NC_013284_00016|MPF_T	contig00010 len=175065 cov=10.3 corr=0 origname=NODE_10_length_175065_cov_10.294127_pilon sw=shovill-spades/1.1.0 date=20260916	914	175065	1	914	158569	161304	914	80	91.028	100.0	100.0	plus	0.0	1728	mate-pair-formation
NC_010726_00011|MPF_T	contig00010 len=175065 cov=10.3 corr=0 origname=NODE_10_length_175065_cov_10.294127_pilon sw=shovill-spades/1.1.0 date=20260916	358	175065	5	358	162295	163356	354	46	87.006	99.0	99.0	plus	1.4e-174	536	mate-pair-formation
NC_005814_00013|MPF_T	contig00010 len=175065 cov=10.3 corr=0 origname=NODE_10_length_175065_cov_10.294127_pilon sw=shovill-spades/1.1.0 date=20260916	227	175065	1	227	163581	164261	227	3	98.678	100.0	100.0	plus	1.81e-132	409	mate-pair-formation
NC_010726_00014|MPF_T	contig00010 len=175065 cov=10.3 corr=0 origname=NODE_10_length_175065_cov_10.294127_pilon sw=shovill-spades/1.1.0 date=20260916	301	175065	1	301	164264	165166	301	3	99.003	100.0	100.0	plus	0.0	617	mate-pair-formation
NC_016980_00110|MPF_F	contig00028 len=44596 cov=6.3 corr=0 origname=NODE_28_length_44596_cov_6.252086_pilon sw=shovill-spades/1.1.0 date=20260916	345	44596	1	345	22584	23618	345	0	100.0	100.0	100.0	minus	0.0	718	mate-pair-formation
NC_016980_00109|MPF_F	contig00028 len=44596 cov=6.3 corr=0 origname=NODE_28_length_44596_cov_6.252086_pilon sw=shovill-spades/1.1.0 date=20260916	453	44596	1	453	23618	24976	453	1	99.779	100.0	100.0	minus	0.0	936	mate-pair-formation
NC_016980_00099|MPF_T	contig00028 len=44596 cov=6.3 corr=0 origname=NODE_28_length_44596_cov_6.252086_pilon sw=shovill-spades/1.1.0 date=20260916	905	44596	1	905	34453	37167	905	0	100.0	100.0	100.0	minus	0.0	1846	mate-pair-formation
NC_018107_00235|MPF_F	contig00028 len=44596 cov=6.3 corr=0 origname=NODE_28_length_44596_cov_6.252086_pilon sw=shovill-spades/1.1.0 date=20260916	389	44596	1	389	41128	42294	389	26	93.316	100.0	100.0	minus	0.0	709	mate-pair-formation
NC_023911_00309|MPF_F	contig00028 len=44596 cov=6.3 corr=0 origname=NODE_28_length_44596_cov_6.252086_pilon sw=shovill-spades/1.1.0 date=20260916	286	44596	1	286	42299	43156	286	22	92.308	100.0	100.0	minus	3.73e-175	534	mate-pair-formation
NC_018107_00101|MPF_F	contig00029 len=40589 cov=6.5 corr=0 origname=NODE_29_length_40589_cov_6.454772_pilon sw=shovill-spades/1.1.0 date=20260916	480	40589	1	480	14254	15693	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00029 len=40589 cov=6.5 corr=0 origname=NODE_29_length_40589_cov_6.454772_pilon sw=shovill-spades/1.1.0 date=20260916	708	40589	1	708	23868	25991	708	1	99.859	100.0	100.0	plus	0.0	1480	mate-pair-formation
NC_021502_00150|MPF_T	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	770	39121	1	770	18148	20427	770	21	95.974	100.0	100.0	minus	0.0	1401	mate-pair-formation
NC_014312_00141|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	940	39121	1	940	23046	25865	940	6	99.362	100.0	100.0	minus	0.0	1873	mate-pair-formation
NC_019165_00034|MPF_F	contig00031 len=39121 cov=5.7 corr=0 origname=NODE_31_length_39121_cov_5.708058_pilon sw=shovill-spades/1.1.0 date=20260916	456	39121	5	455	25871	27223	451	26	94.235	99.0	99.0	minus	0.0	789	mate-pair-formation
