sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ghana_GCA_022968155.1	chromosome			JALJUW010000008.1 Klebsiella pneumoniae strain E50-2 contig00008, whole genome shotgun sequence	210326	0.5858191569278168	46d87a478e61dc4bd556048776291165	00590	KX242350	ISEc17	IS3	1263	1	1263	207488	208745						
ghana_GCA_022968155.1	chromosome			JALJUW010000021.1 Klebsiella pneumoniae strain E50-2 contig00021, whole genome shotgun sequence	95444	0.5775638070491598	9883754f597412d1d8a8f5ff4decb0ad	00832	KY270853	ISKpn28	IS481	1105	22	1096	94370	95444						
ghana_GCA_022968155.1	chromosome			JALJUW010000025.1 Klebsiella pneumoniae strain E50-2 contig00025, whole genome shotgun sequence	73998	0.5699208086705047	820dcdd638ff32e00019c45ad6f38e84	00590	KX242350	ISEc17	IS3	1263	1	1263	24574	25832						
ghana_GCA_022968155.1	chromosome			JALJUW010000028.1 Klebsiella pneumoniae strain E50-2 contig00028, whole genome shotgun sequence	63568	0.4766234583438208	d0ccc4e35b1f8dbe1aa6386dd6f8be0f	00634	CP024842	IS1400	IS3	1207	1	1197	45040	46235						
ghana_GCA_022968155.1	chromosome			JALJUW010000076.1 Klebsiella pneumoniae strain E50-2 contig00076, whole genome shotgun sequence	2417	0.5337194869673149	68e74cca25aff72930f4f9331a620bb7	01400	CP016586.1	23s-rRNA	23S	3027	660	2908	169	2417						
ghana_GCA_022968155.1	plasmid	AA277	AI089	JALJUW010000057.1 Klebsiella pneumoniae strain E50-2 contig00057, whole genome shotgun sequence	10111	0.4891702106616556	b3ed88436071457513e51f8b8438d6c7	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	497	3155	2661	minus	100.0	96.618	0.0	4409
ghana_GCA_022968155.1	plasmid	AA277	AI089	JALJUW010000077.1 Klebsiella pneumoniae strain E50-2 contig00077, whole genome shotgun sequence	2237	0.47921323200715243	121515eaec9afdd7940ad55af546b29f	01362	MF344564	ISKpn21	ISNCY	2278	21	2257	1	2237	2237	minus	98.0	99.955	0.0	4126
ghana_GCA_022968155.1	plasmid	AA277	AI089	JALJUW010000081.1 Klebsiella pneumoniae strain E50-2 contig00081, whole genome shotgun sequence	1876	0.5335820895522388	2f62056f84ec3628c400ba560289ac2e	00593	LT898485	ISEcl1	IS3	1336	4	1336	1	1333	1333	plus	99.0	98.5	0.0	2351
ghana_GCA_022968155.1	plasmid	AA277	AI089	JALJUW010000084.1 Klebsiella pneumoniae strain E50-2 contig00084, whole genome shotgun sequence	1331	0.5221637866265966	d071b4bc7b1fd1074af247dd775519bf	00952	MG930932	IS102	IS5	1055	52	1055	199	1202	1004	plus	95.0	91.833	0.0	1400
ghana_GCA_022968155.1	plasmid	AA277	AI089	JALJUW010000086.1 Klebsiella pneumoniae strain E50-2 contig00086, whole genome shotgun sequence	1157	0.5367329299913569	995203a1b49bfc42c0019092cd5baaab	00918	LT898486	ISKpn26	IS5	1197	19	1175	1	1157	1157	plus	97.0	98.704	0.0	2054
