qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00052 len=6016 cov=7.6 corr=0 origname=NODE_52_length_6016_cov_7.553429_pilon sw=shovill-spades/1.1.0 date=20260917	268	6016	11	268	327	585	264	38	81.439	96.0	96.0	minus	1.22e-53	206	oriT
000132__HG969996|IncFII	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	235	42885	1	235	33736	33970	235	1	99.574	100.0	100.0	minus	5.76e-121	429	replicon
CP017721_00179|rep_cluster_2183	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	864	42885	37	864	34005	34832	830	146	81.928	96.0	96.0	plus	0.0	699	replicon
000221__NC_025130_00012|IncX3	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	873	35626	1	873	4109	4981	873	0	100.0	100.0	100.0	minus	0.0	1613	replicon
000204__CP008701_00115|IncR	contig00042 len=17210 cov=7.6 corr=0 origname=NODE_42_length_17210_cov_7.641324_pilon sw=shovill-spades/1.1.0 date=20260917	894	17210	1	894	11205	12100	896	3	99.442	100.0	100.0	plus	0.0	1626	replicon
000107__CP014778_00094|IncFIB	contig00043 len=12723 cov=5.6 corr=0 origname=NODE_43_length_12723_cov_5.551855_pilon sw=shovill-spades/1.1.0 date=20260917	1011	12723	1	1011	4036	5046	1011	98	90.307	100.0	100.0	minus	0.0	1325	replicon
000483__CP010949_00006|rep_cluster_1195	contig00048 len=8788 cov=9.2 corr=0 origname=NODE_48_length_8788_cov_9.222427_pilon sw=shovill-spades/1.1.0 date=20260917	948	8788	13	900	5919	6806	895	146	82.123	94.0	94.0	minus	0.0	754	replicon
000759__NC_013950_00034|rep_cluster_1418	contig00051 len=6156 cov=7.4 corr=0 origname=NODE_51_length_6156_cov_7.387428_pilon sw=shovill-spades/1.1.0 date=20260917	876	6156	1	876	2406	3281	876	0	100.0	100.0	100.0	plus	0.0	1618	replicon
AF250878|IncFIA	contig00052 len=6016 cov=7.6 corr=0 origname=NODE_52_length_6016_cov_7.553429_pilon sw=shovill-spades/1.1.0 date=20260917	388	6016	2	388	2269	2655	387	6	98.45	99.0	99.0	plus	0.0	682	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00057 len=4621 cov=29.4 corr=0 origname=NODE_57_length_4621_cov_29.386475_pilon sw=shovill-spades/1.1.0 date=20260917	411	4621	1	411	1444	1854	411	0	100.0	100.0	100.0	minus	0.0	760	replicon
CP035180_00077|MOBF	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	687	42885	1	251	20600	21352	251	6	97.61	37.0	98.0	plus	0.0	402	relaxase
NC_021231_00058|MOBF	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	1753	42885	1	1753	21364	26622	1753	32	98.175	100.0	100.0	plus	0.0	3370	relaxase
NC_020552_00059|MOBP	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	386	35626	1	386	10220	11377	386	0	100.0	100.0	100.0	plus	0.0	757	relaxase
NC_021502_00131|MPF_T	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	879	42885	1	879	2914	5550	879	33	96.246	100.0	100.0	plus	0.0	1758	mate-pair-formation
NC_014312_00128|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	211	42885	1	206	5942	6559	206	3	98.544	98.0	98.0	plus	3.860000000000001e-124	384	mate-pair-formation
NC_022609_00081|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	330	42885	1	330	6579	7568	330	14	95.758	100.0	100.0	plus	0.0	666	mate-pair-formation
NC_019389_00080|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	212	42885	1	212	7584	8219	212	7	96.698	100.0	100.0	plus	2.4099999999999998e-138	424	mate-pair-formation
NC_021654_00016|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	668	42885	1	668	8219	10222	668	0	100.0	100.0	100.0	plus	0.0	1292	mate-pair-formation
NC_019165_00034|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	456	42885	1	456	13022	14389	456	1	99.781	100.0	100.0	plus	0.0	842	mate-pair-formation
NC_019155_00032|MPF_F	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	959	42885	1	948	14392	17235	948	1	99.895	99.0	99.0	plus	0.0	1853	mate-pair-formation
NC_021502_00150|MPF_T	contig00029 len=42885 cov=5.5 corr=0 origname=NODE_29_length_42885_cov_5.526582_pilon sw=shovill-spades/1.1.0 date=20260917	770	42885	1	770	19055	21361	770	16	97.792	100.0	100.0	plus	0.0	1432	mate-pair-formation
NC_023277_00163|MPF_T	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	717	35626	1	717	14018	16168	717	71	90.098	100.0	100.0	plus	0.0	1335	mate-pair-formation
NC_019157_00029|MPF_T	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	351	35626	1	351	17230	18282	351	1	99.715	100.0	100.0	plus	0.0	641	mate-pair-formation
NC_019157_00030|MPF_T	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	242	35626	1	242	18480	19205	242	0	100.0	100.0	100.0	plus	9.01e-149	456	mate-pair-formation
NC_019083_00030|MPF_T	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	309	35626	1	309	19214	20140	309	4	98.706	100.0	100.0	plus	0.0	630	mate-pair-formation
NC_017624_00009|MPF_T	contig00033 len=35626 cov=9.8 corr=0 origname=NODE_33_length_35626_cov_9.834324_pilon sw=shovill-spades/1.1.0 date=20260917	611	35626	1	599	22587	24383	599	29	95.159	98.0	98.0	plus	0.0	1123	mate-pair-formation
NC_021654_00004|MPF_F	contig00045 len=11515 cov=5.6 corr=0 origname=NODE_45_length_11515_cov_5.580060_pilon sw=shovill-spades/1.1.0 date=20260917	189	11515	1	167	106	606	167	2	98.802	88.0	88.0	minus	1.65e-107	335	mate-pair-formation
NC_023332_00154|MPF_F	contig00045 len=11515 cov=5.6 corr=0 origname=NODE_45_length_11515_cov_5.580060_pilon sw=shovill-spades/1.1.0 date=20260917	474	11515	1	474	1221	2642	474	2	99.578	100.0	100.0	minus	0.0	789	mate-pair-formation
NC_014312_00118|MPF_F	contig00045 len=11515 cov=5.6 corr=0 origname=NODE_45_length_11515_cov_5.580060_pilon sw=shovill-spades/1.1.0 date=20260917	246	11515	1	246	2645	3382	246	2	99.187	100.0	100.0	minus	3.33e-162	494	mate-pair-formation
NC_014312_00116|MPF_F	contig00045 len=11515 cov=5.6 corr=0 origname=NODE_45_length_11515_cov_5.580060_pilon sw=shovill-spades/1.1.0 date=20260917	101	11515	1	101	3958	4260	101	3	97.03	100.0	100.0	minus	3.32e-63	204	mate-pair-formation
