sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000001.1 Klebsiella pneumoniae strain P109 contig00001, whole genome shotgun sequence	102028	0.54707531265927	2063bcd19f14eb011dbe8bf856c404a1	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000002.1 Klebsiella pneumoniae strain P109 contig00002, whole genome shotgun sequence	58175	0.531259131929523	a9e7a31ce02b37088db981acfe4265d4	not tested	-	-	-	-	MPF_T,MPF_T,MPF_T,MPF_T	NC_013284_00016,NC_010726_00011,NC_005814_00013,NC_010726_00014	-	-	-	-	-	-	KY454627	ISEcB1	repetitve element
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000003.1 Klebsiella pneumoniae strain P109 contig00003, whole genome shotgun sequence	36685	0.5021125800735996	4207ec2639172e04f131b8a25de12539	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000004.1 Klebsiella pneumoniae strain P109 contig00004, whole genome shotgun sequence	33833	0.5345963999645317	b490b8a60b371e85d908bb3fa4da9318	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000005.1 Klebsiella pneumoniae strain P109 contig00005, whole genome shotgun sequence	30942	0.4295456014478702	dbd87820c3d6dea17a90e723cd8b77ef	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000006.1 Klebsiella pneumoniae strain P109 contig00006, whole genome shotgun sequence	28974	0.49520259543038586	742d410765d5b59e53d78469576826af	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000007.1 Klebsiella pneumoniae strain P109 contig00007, whole genome shotgun sequence	28541	0.5252093479555727	3b881897faa710c22970890077df81f9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000008.1 Klebsiella pneumoniae strain P109 contig00008, whole genome shotgun sequence	25686	0.47979444055127307	d2de34db652b1272af3a7f9f8c47b9a3	not tested	-	-	-	-	-	-	-	-	-	CP031580	0.0690061	Klebsiella pneumoniae	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000009.1 Klebsiella pneumoniae strain P109 contig00009, whole genome shotgun sequence	25247	0.47522477918168493	0a0f11f0b7e0ae58cad1595365e227d3	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ghana_GCA_022968745.1	chromosome	-	-	JALJUU010000010.1 Klebsiella pneumoniae strain P109 contig00010, whole genome shotgun sequence	25192	0.47078437599237855	d704fd6de151334ae95d19bcd1d3a4e9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
