sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
ghana_GCA_022968745.1	chromosome			JALJUU010000010.1 Klebsiella pneumoniae strain P109 contig00010, whole genome shotgun sequence	25192	0.47078437599237855	d704fd6de151334ae95d19bcd1d3a4e9	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	20863	23140						
ghana_GCA_022968745.1	chromosome			JALJUU010000010.1 Klebsiella pneumoniae strain P109 contig00010, whole genome shotgun sequence	25192	0.47078437599237855	d704fd6de151334ae95d19bcd1d3a4e9	00429	MF344562	ISKpn38	IS3	1598	125	1598	23175	24648						
ghana_GCA_022968745.1	chromosome			JALJUU010000029.1 Klebsiella pneumoniae strain P109 contig00029, whole genome shotgun sequence	15612	0.46758903407635155	9d7561044890e73ebb0f485011c0d6f8	00634	CP024842	IS1400	IS3	1207	1	1197	1659	2854						
ghana_GCA_022968745.1	chromosome			JALJUU010000033.1 Klebsiella pneumoniae strain P109 contig00033, whole genome shotgun sequence	13998	0.49878554079154164	994b5eb7d2184f8d5833a682f22e4595	00634	CP024842	IS1400	IS3	1207	1	1205	9686	10890						
ghana_GCA_022968745.1	chromosome			JALJUU010000147.1 Klebsiella pneumoniae strain P109 contig00147, whole genome shotgun sequence	6293	0.5707929445415542	cfb786c986352369a1f5ddc26430103a	01315	CP022426	ISStma11	ISL3	4426	58	3624	2721	6293						
ghana_GCA_022968745.1	chromosome			JALJUU010000235.1 Klebsiella pneumoniae strain P109 contig00235, whole genome shotgun sequence	4833	0.47320504862404306	86cc7e794aaa698f1e9cb30dcb2bfbab	00278	KY320277	ISSen3	IS21	1956	1	1955	1	1955						
ghana_GCA_022968745.1	chromosome			JALJUU010000337.1 Klebsiella pneumoniae strain P109 contig00337, whole genome shotgun sequence	4070	0.44594594594594594	7dfd79458864dbcdf2aa8ca72c89a968	00543	JX424614	ISKpn34	IS3	1221	1	1081	99	1168						
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010000016.1 Klebsiella pneumoniae strain P109 contig00016, whole genome shotgun sequence	20147	0.5428599791532238	88c8ad6d65ed3421768deb69d7d63556	00028	JX424614	ISEc21	IS110	1374	1	1374	9770	11143	1374	plus	100.0	99.854	0.0	2527
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010000072.1 Klebsiella pneumoniae strain P109 contig00072, whole genome shotgun sequence	8871	0.5158381242250029	e797a3a1e9ec93b97a7e6f95c5cba9a9	01283	KX711879	ISEc51	ISKra4	7075	1	5808	1	5808	5808	minus	82.0	100.0	0.0	10726
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010000533.1 Klebsiella pneumoniae strain P109 contig00533, whole genome shotgun sequence	3136	0.4295280612244898	bad71ac66e00170f8c63504a65658241	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	167	2825	2661	plus	100.0	96.618	0.0	4409
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010001163.1 Klebsiella pneumoniae strain P109 contig01163, whole genome shotgun sequence	1624	0.4729064039408867	79dc3ce43c58930114cb3498d42db305	01077	NC_004851	IS630	IS630	1160	1	1160	108	1267	1161	plus	100.0	88.2	0.0	1384
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010001235.1 Klebsiella pneumoniae strain P109 contig01235, whole genome shotgun sequence	1522	0.514454664914586	ba212d22c282d9e03369f287ef59ae67	00543	JX424614	ISKpn34	IS3	1221	1	1221	224	1444	1221	minus	100.0	98.853	0.0	2178
ghana_GCA_022968745.1	plasmid	AA402		JALJUU010001514.1 Klebsiella pneumoniae strain P109 contig01514, whole genome shotgun sequence	1157	0.5358686257562663	5cbf848f4138e454f6074ab35d43ca3a	00918	LT898486	ISKpn26	IS5	1197	22	1178	1	1157	1157	plus	97.0	99.136	0.0	2082
ghana_GCA_022968745.1	plasmid	novel_849453b3ba1123611b7485db91f9ef80		JALJUU010000144.1 Klebsiella pneumoniae strain P109 contig00144, whole genome shotgun sequence	6428	0.4559738643434972	1db2a5290412d42b78d05c0ff57a6d78	01360	KX710093	ISLad2	ISNCY	1527	1	1527	181	1709	1529	plus	100.0	94.375	0.0	2346
