sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
pw_ERR2695857	chromosome			contig00002 len=349580 cov=26.0 corr=0 origname=NODE_2_length_349580_cov_25.968442_pilon sw=shovill-spades/1.1.0 date=20260917	349580	0.5729303735911665	d264f51c8bb755864cb5ce86a2635b68	01161	MF344567	ISKox1	IS66	2526	1	2526	1309	3834						
pw_ERR2695857	chromosome			contig00002 len=349580 cov=26.0 corr=0 origname=NODE_2_length_349580_cov_25.968442_pilon sw=shovill-spades/1.1.0 date=20260917	349580	0.5729303735911665	d264f51c8bb755864cb5ce86a2635b68	00952	MG930932	IS102	IS5	1055	1	1055	226849	227902						
pw_ERR2695857	chromosome			contig00034 len=44635 cov=36.7 corr=0 origname=NODE_34_length_44635_cov_36.709879_pilon sw=shovill-spades/1.1.0 date=20260917	44635	0.556603562226952	bf6b6ebe63ed4bd94de405cb85b3cd5f	00634	CP024842	IS1400	IS3	1207	1	1193	11693	12885						
pw_ERR2695857	chromosome			contig00046 len=14817 cov=28.7 corr=0 origname=NODE_46_length_14817_cov_28.689784_pilon sw=shovill-spades/1.1.0 date=20260917	14817	0.3779442532226497	4f48df727295da85c55ee530195fdaa3	01077	NC_004851	IS630	IS630	1160	1	1159	12126	13284						
pw_ERR2695857	chromosome			contig00077 len=1445 cov=219.8 corr=0 origname=NODE_77_length_1445_cov_219.809630_pilon sw=shovill-spades/1.1.0 date=20260917	1445	0.5003460207612457	12478305b723d40de725a61a0c07d8fb	00610	AP006725	ISKpn1	IS3	1445	1	1445	1	1445						
pw_ERR2695857	plasmid	AA405	AI439	contig00049 len=13003 cov=41.9 corr=0 origname=NODE_49_length_13003_cov_41.904865_pilon sw=shovill-spades/1.1.0 date=20260917	13003	0.437822041067446	1e13fed335ff35d79fbd7a98f1567f7a	00797	FJ410928	ISEc29	IS4	6736	462	6734	67	6347	6281	plus	93.0	99.745	0.0	11503
pw_ERR2695857	plasmid	AA405	AI439	contig00049 len=13003 cov=41.9 corr=0 origname=NODE_49_length_13003_cov_41.904865_pilon sw=shovill-spades/1.1.0 date=20260917	13003	0.437822041067446	1e13fed335ff35d79fbd7a98f1567f7a	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	9048	11325	2278	plus	100.0	99.605	0.0	4157
pw_ERR2695857	plasmid	AA405	AI439	contig00050 len=12705 cov=32.6 corr=0 origname=NODE_50_length_12705_cov_32.595242_pilon sw=shovill-spades/1.1.0 date=20260917	12705	0.5786698150334514	b86c8846688d82fa82196dc49a66662f	00917	KY978629	IS5D	IS5	9632	1	7751	1798	9548	7752	plus	80.0	99.342	0.0	14031
pw_ERR2695857	plasmid	AA405	AI439	contig00050 len=12705 cov=32.6 corr=0 origname=NODE_50_length_12705_cov_32.595242_pilon sw=shovill-spades/1.1.0 date=20260917	12705	0.5786698150334514	b86c8846688d82fa82196dc49a66662f	01077	NC_004851	IS630	IS630	1160	1	1160	9545	10704	1161	minus	100.0	88.372	0.0	1395
pw_ERR2695857	plasmid	AA405	AI439	contig00065 len=4301 cov=73.7 corr=0 origname=NODE_65_length_4301_cov_73.714931_pilon sw=shovill-spades/1.1.0 date=20260917	4301	0.6265984654731458	c18c2558d33be3a60d8ce685ed756816	01315	CP022426	ISStma11	ISL3	4426	58	3969	78	4010	3950	plus	88.0	84.101	0.0	3764
pw_ERR2695857	plasmid	AA274	AI067	contig00031 len=60228 cov=37.6 corr=0 origname=NODE_31_length_60228_cov_37.565031_pilon sw=shovill-spades/1.1.0 date=20260917	60228	0.5157235837152155	520d4674cc6c85568edf5b1416748167	00593	LT898485	ISEcl1	IS3	1336	1	1336	50546	51881	1336	plus	100.0	98.428	0.0	2351
pw_ERR2695857	plasmid	AA274	AI067	contig00047 len=14329 cov=34.7 corr=0 origname=NODE_47_length_14329_cov_34.748279_pilon sw=shovill-spades/1.1.0 date=20260917	14329	0.5502128550492009	d7732380f595e9ec36ab0d5ce02d57e1	00832	KY270853	ISKpn28	IS481	1105	1	1096	1684	2779	1096	plus	99.0	99.909	0.0	2019
pw_ERR2695857	plasmid	AA274	AI067	contig00055 len=8939 cov=70.1 corr=0 origname=NODE_55_length_8939_cov_70.079602_pilon sw=shovill-spades/1.1.0 date=20260917	8939	0.49457433717418053	bfd981b6d6b78f9bc170aab47c0ae6c3	00543	JX424614	ISKpn34	IS3	1221	1	1221	7618	8838	1221	minus	100.0	98.771	0.0	2172
