qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00058 len=6010 cov=64.5 corr=0 origname=NODE_58_length_6010_cov_64.513779_pilon sw=shovill-spades/1.1.0 date=20260917	268	6010	11	268	5416	5674	264	38	81.439	96.0	96.0	plus	1.26e-53	206	oriT
CP024497_00001|IncFIB	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	1089	85890	1	1089	12758	13846	1090	76	92.844	100.0	100.0	minus	0.0	1580	replicon
CP017721_00179|rep_cluster_2183	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	864	51652	37	864	8426	9253	830	146	81.928	96.0	96.0	minus	0.0	699	replicon
000132__HG969996|IncFII	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	235	51652	1	235	9288	9522	235	1	99.574	100.0	100.0	plus	5.95e-121	429	replicon
000562__KT346360_00001|rep_cluster_1254	contig00049 len=13003 cov=41.9 corr=0 origname=NODE_49_length_13003_cov_41.904865_pilon sw=shovill-spades/1.1.0 date=20260917	930	13003	176	930	12154	12908	755	72	90.464	81.0	81.0	minus	0.0	996	replicon
000107__CP014778_00094|IncFIB	contig00051 len=12695 cov=38.9 corr=0 origname=NODE_51_length_12695_cov_38.915079_pilon sw=shovill-spades/1.1.0 date=20260917	1011	12695	1	1011	7666	8676	1011	98	90.307	100.0	100.0	plus	0.0	1325	replicon
000204__CP008701_00115|IncR	contig00053 len=10625 cov=61.0 corr=0 origname=NODE_53_length_10625_cov_61.013010_pilon sw=shovill-spades/1.1.0 date=20260917	894	10625	1	894	4744	5639	896	3	99.442	100.0	100.0	plus	0.0	1626	replicon
000759__NC_013950_00034|rep_cluster_1418	contig00055 len=8939 cov=70.1 corr=0 origname=NODE_55_length_8939_cov_70.079602_pilon sw=shovill-spades/1.1.0 date=20260917	876	8939	1	876	5675	6550	876	0	100.0	100.0	100.0	minus	0.0	1618	replicon
JN420336|IncHI1B	contig00056 len=8871 cov=37.3 corr=0 origname=NODE_56_length_8871_cov_37.333865_pilon sw=shovill-spades/1.1.0 date=20260917	570	8871	1	570	5830	6399	570	0	100.0	100.0	100.0	minus	0.0	1053	replicon
AF250878|IncFIA	contig00058 len=6010 cov=64.5 corr=0 origname=NODE_58_length_6010_cov_64.513779_pilon sw=shovill-spades/1.1.0 date=20260917	388	6010	2	388	3346	3732	387	6	98.45	99.0	99.0	minus	0.0	682	replicon
CP000974_00005|rep_cluster_2358	contig00059 len=5086 cov=289.4 corr=0 origname=NODE_59_length_5086_cov_289.448006_pilon sw=shovill-spades/1.1.0 date=20260917	528	5086	1	495	14	493	497	46	86.922	94.0	94.0	plus	6.23e-154	540	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00059 len=5086 cov=289.4 corr=0 origname=NODE_59_length_5086_cov_289.448006_pilon sw=shovill-spades/1.1.0 date=20260917	411	5086	3	197	4892	5086	195	14	92.821	47.0	99.0	plus	8.92e-77	283	replicon
CP000974_00005|rep_cluster_2358	contig00062 len=4605 cov=296.5 corr=0 origname=NODE_62_length_4605_cov_296.486031_pilon sw=shovill-spades/1.1.0 date=20260917	528	4605	1	518	14	506	523	46	84.512	98.0	98.0	plus	2.96e-137	484	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00062 len=4605 cov=296.5 corr=0 origname=NODE_62_length_4605_cov_296.486031_pilon sw=shovill-spades/1.1.0 date=20260917	411	4605	1	197	4409	4605	197	0	100.0	48.0	100.0	plus	3.1000000000000004e-101	364	replicon
NC_021231_00058|MOBF	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	1753	51652	1	1753	16636	21894	1753	32	98.175	100.0	100.0	minus	0.0	3370	relaxase
CP035180_00077|MOBF	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	687	51652	1	251	21906	22658	251	6	97.61	37.0	98.0	minus	0.0	402	relaxase
NC_016980_00239|MOBH	contig00038 len=34322 cov=41.9 corr=0 origname=NODE_38_length_34322_cov_41.932597_pilon sw=shovill-spades/1.1.0 date=20260917	982	34322	1	982	22257	25202	982	3	99.695	100.0	100.0	plus	0.0	1941	relaxase
NC_023911_00309|MPF_F	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	286	85890	1	286	59516	60373	286	22	92.308	100.0	100.0	plus	2.06e-175	535	mate-pair-formation
NC_018107_00235|MPF_F	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	389	85890	1	389	60378	61544	389	28	92.802	100.0	100.0	plus	0.0	707	mate-pair-formation
NC_016980_00099|MPF_T	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	905	85890	1	905	65505	68219	905	11	98.785	100.0	100.0	plus	0.0	1826	mate-pair-formation
NC_016980_00109|MPF_F	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	453	85890	1	453	77693	79051	453	0	100.0	100.0	100.0	plus	0.0	939	mate-pair-formation
NC_016980_00110|MPF_F	contig00025 len=85890 cov=43.9 corr=0 origname=NODE_25_length_85890_cov_43.869142_pilon sw=shovill-spades/1.1.0 date=20260917	345	85890	1	345	79051	80085	345	0	100.0	100.0	100.0	plus	0.0	718	mate-pair-formation
NC_021502_00150|MPF_T	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	770	51652	1	770	21897	24203	770	16	97.792	100.0	100.0	minus	0.0	1432	mate-pair-formation
NC_019155_00032|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	959	51652	1	948	26023	28866	948	1	99.895	99.0	99.0	minus	0.0	1853	mate-pair-formation
NC_019165_00034|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	456	51652	1	456	28869	30236	456	1	99.781	100.0	100.0	minus	0.0	842	mate-pair-formation
NC_021654_00016|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	668	51652	1	668	33036	35039	668	0	100.0	100.0	100.0	minus	0.0	1292	mate-pair-formation
NC_019389_00080|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	212	51652	1	212	35039	35674	212	7	96.698	100.0	100.0	minus	2.4899999999999998e-138	424	mate-pair-formation
NC_022609_00081|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	330	51652	1	330	35690	36679	330	14	95.758	100.0	100.0	minus	0.0	666	mate-pair-formation
NC_014312_00128|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	211	51652	1	206	36699	37316	206	3	98.544	98.0	98.0	minus	3.99e-124	384	mate-pair-formation
NC_021502_00131|MPF_T	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	879	51652	1	879	37708	40344	879	33	96.246	100.0	100.0	minus	0.0	1758	mate-pair-formation
NC_021654_00004|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	189	51652	1	189	42981	43547	189	0	100.0	100.0	100.0	minus	2.01e-125	386	mate-pair-formation
NC_023332_00154|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	474	51652	1	474	44162	45583	474	2	99.578	100.0	100.0	minus	0.0	789	mate-pair-formation
NC_014312_00118|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	246	51652	1	246	45586	46323	246	2	99.187	100.0	100.0	minus	3.55e-162	494	mate-pair-formation
NC_014312_00116|MPF_F	contig00032 len=51652 cov=36.3 corr=0 origname=NODE_32_length_51652_cov_36.320286_pilon sw=shovill-spades/1.1.0 date=20260917	101	51652	1	101	46899	47201	101	3	97.03	100.0	100.0	minus	3.46e-63	204	mate-pair-formation
NC_018107_00101|MPF_F	contig00038 len=34322 cov=41.9 corr=0 origname=NODE_38_length_34322_cov_41.932597_pilon sw=shovill-spades/1.1.0 date=20260917	480	34322	1	480	15563	17002	480	18	96.25	100.0	100.0	minus	0.0	923	mate-pair-formation
NC_016980_00240|MPF_F	contig00038 len=34322 cov=41.9 corr=0 origname=NODE_38_length_34322_cov_41.932597_pilon sw=shovill-spades/1.1.0 date=20260917	708	34322	1	708	25195	27318	708	2	99.718	100.0	100.0	plus	0.0	1477	mate-pair-formation
