qseqid	sseqid	qlen	slen	qstart	qend	sstart	send	length	mismatch	pident	qcovhsp	qcovs	sstrand	evalue	bitscore	biomarker
NZ_CP016035|MOBF	contig00049 len=10513 cov=52.6 corr=0 origname=NODE_49_length_10513_cov_52.570675_pilon sw=shovill-spades/1.1.0 date=20260917	268	10513	11	268	7892	8150	268	31	81.343	96.0	96.0	minus	5.76e-52	200	oriT
000129__CP018340|IncFII	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	235	44538	1	235	40763	40997	235	1	99.574	100.0	100.0	minus	5.84e-121	429	replicon
CP033468_00001|rep_cluster_2183	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	864	44538	37	864	41032	41859	830	143	82.289	96.0	96.0	plus	0.0	715	replicon
000097__NC_025166_00051|IncFIB	contig00035 len=28338 cov=27.8 corr=0 origname=NODE_35_length_28338_cov_27.838000_pilon sw=shovill-spades/1.1.0 date=20260917	897	28338	1	897	9830	10726	897	0	100.0	100.0	100.0	plus	0.0	1657	replicon
000204__CP008701_00115|IncR	contig00039 len=19235 cov=55.9 corr=0 origname=NODE_39_length_19235_cov_55.934047_pilon sw=shovill-spades/1.1.0 date=20260917	894	19235	1	894	13545	14440	896	3	99.442	100.0	100.0	plus	0.0	1626	replicon
LT985313_00005|rep_cluster_2373	contig00056 len=4551 cov=280.5 corr=0 origname=NODE_56_length_4551_cov_280.460815_pilon sw=shovill-spades/1.1.0 date=20260917	432	4551	3	382	2914	3291	381	16	94.751	88.0	88.0	minus	4.8500000000000004e-169	590	replicon
CP041116_00002|ColRNAI_rep_cluster_1987	contig00059 len=4040 cov=253.6 corr=0 origname=NODE_59_length_4040_cov_253.581290_pilon sw=shovill-spades/1.1.0 date=20260917	519	4040	42	519	1584	2056	484	47	86.777	92.0	92.0	minus	6.05e-149	523	replicon
CP024554_00008|ColRNAI_rep_cluster_1987	contig00065 len=3304 cov=246.5 corr=0 origname=NODE_65_length_3304_cov_246.537434_pilon sw=shovill-spades/1.1.0 date=20260917	411	3304	3	411	2206	2614	409	28	93.154	99.0	99.0	minus	2.13e-172	601	replicon
CP035180_00077|MOBF	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	687	44538	1	251	29691	30446	252	21	91.27	37.0	98.0	plus	0.0	366	relaxase
NC_021231_00058|MOBF	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	1753	44538	1	1753	30458	35716	1753	50	97.148	100.0	100.0	plus	0.0	3333	relaxase
NC_014312_00116|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	101	44538	1	101	4525	4827	101	0	100.0	100.0	100.0	plus	3.19e-64	207	mate-pair-formation
NC_014312_00118|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	246	44538	1	246	5403	6140	246	1	99.593	100.0	100.0	plus	9.42e-163	496	mate-pair-formation
NC_023332_00154|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	474	44538	1	474	6143	7564	474	2	99.578	100.0	100.0	plus	0.0	793	mate-pair-formation
NC_019389_00068|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	194	44538	23	194	7747	8262	172	2	98.837	89.0	89.0	plus	1.52e-112	350	mate-pair-formation
NC_021502_00131|MPF_T	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	879	44538	1	879	10826	13462	879	26	97.042	100.0	100.0	plus	0.0	1761	mate-pair-formation
NC_014312_00128|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	211	44538	1	206	13854	14471	206	5	97.573	98.0	98.0	plus	1.1e-122	380	mate-pair-formation
NC_022609_00081|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	330	44538	22	330	14968	15894	309	12	96.117	94.0	94.0	plus	0.0	607	mate-pair-formation
NC_019389_00080|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	212	44538	1	212	15910	16545	212	6	97.17	100.0	100.0	plus	3.17e-139	427	mate-pair-formation
NC_021654_00016|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	668	44538	15	668	16598	18559	654	8	98.777	98.0	98.0	plus	0.0	1243	mate-pair-formation
NC_019165_00034|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	456	44538	5	456	21453	22808	452	9	98.009	99.0	99.0	plus	0.0	817	mate-pair-formation
NC_023905_00125|MPF_F	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	949	44538	1	949	22811	25657	949	3	99.684	100.0	100.0	plus	0.0	1769	mate-pair-formation
NC_021502_00150|MPF_T	contig00029 len=44538 cov=28.1 corr=0 origname=NODE_29_length_44538_cov_28.133219_pilon sw=shovill-spades/1.1.0 date=20260917	770	44538	1	770	28146	30455	770	23	97.013	100.0	100.0	plus	0.0	1419	mate-pair-formation
