sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	circularity_status	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	repetitive_dna_id	repetitive_dna_type	filtering_reason
pw_ERR2695867	chromosome	-	-	contig00001 len=506181 cov=24.2 corr=0 origname=NODE_1_length_506181_cov_24.226560_pilon sw=shovill-spades/1.1.0 date=20260917	506181	0.5809977063540512	c5f8d7ac8f8dcfc501371a5fc769b2ec	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00002 len=430276 cov=26.5 corr=0 origname=NODE_2_length_430276_cov_26.471751_pilon sw=shovill-spades/1.1.0 date=20260917	430276	0.5791422249904712	4cd9bbef840baed816ea70af6fc7b7b8	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00003 len=328820 cov=24.6 corr=0 origname=NODE_3_length_328820_cov_24.553744_pilon sw=shovill-spades/1.1.0 date=20260917	328820	0.5880238428319445	4a41583ce5e945124fc7a64b3f898222	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00004 len=326925 cov=28.1 corr=0 origname=NODE_4_length_326925_cov_28.098516_pilon sw=shovill-spades/1.1.0 date=20260917	326925	0.5900099411179934	1b7437f04e91ca4075e0be1b5f8a2012	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00005 len=309954 cov=25.3 corr=0 origname=NODE_5_length_309954_cov_25.287037_pilon sw=shovill-spades/1.1.0 date=20260917	309954	0.5649160843221898	fa3ec63f8d9f847bdf6923fb95575daa	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00006 len=278499 cov=28.5 corr=0 origname=NODE_6_length_278499_cov_28.527086_pilon sw=shovill-spades/1.1.0 date=20260917	278499	0.5709104880089336	a9f4f17d34797c0e0a47393a33d75187	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00007 len=275769 cov=27.5 corr=0 origname=NODE_7_length_275769_cov_27.452395_pilon sw=shovill-spades/1.1.0 date=20260917	275769	0.5752133125913355	692299e9f5fcda4613a550948bad4901	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00008 len=205251 cov=28.8 corr=0 origname=NODE_8_length_205251_cov_28.815993_pilon sw=shovill-spades/1.1.0 date=20260917	205251	0.58821150688669	668f6e2eefe36e1c55db1c5ef3b124b4	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00009 len=200460 cov=24.0 corr=0 origname=NODE_9_length_200460_cov_23.996906_pilon sw=shovill-spades/1.1.0 date=20260917	200460	0.5753417140576673	5190ccad6d080091b1829af3a476b082	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00010 len=197310 cov=26.1 corr=0 origname=NODE_10_length_197310_cov_26.140408_pilon sw=shovill-spades/1.1.0 date=20260917	197310	0.5789721757640262	2fda64b7e51a6044656706362a341ad9	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00011 len=166956 cov=27.3 corr=0 origname=NODE_11_length_166956_cov_27.257888_pilon sw=shovill-spades/1.1.0 date=20260917	166956	0.5810812429622176	ae961882a34ffee6d13e9e1cd21eae42	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00012 len=161917 cov=30.2 corr=0 origname=NODE_12_length_161917_cov_30.197087_pilon sw=shovill-spades/1.1.0 date=20260917	161917	0.5646596713130801	e0aa8e7171e43ddfe56d48b015b92395	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00013 len=132755 cov=36.1 corr=0 origname=NODE_13_length_132755_cov_36.082860_pilon sw=shovill-spades/1.1.0 date=20260917	132755	0.5652442469210199	b07e5ce4eeebb95374ae7dc243625692	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00014 len=124714 cov=30.2 corr=0 origname=NODE_14_length_124714_cov_30.224226_pilon sw=shovill-spades/1.1.0 date=20260917	124714	0.5749474798338599	7c6176e4d5d3587e785bef562540a9dc	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pw_ERR2695867	chromosome	-	-	contig00015 len=123750 cov=30.7 corr=0 origname=NODE_15_length_123750_cov_30.695362_pilon sw=shovill-spades/1.1.0 date=20260917	123750	0.5733333333333334	eabaebcc1401174ecb7341a3a25bf296	not tested	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
